Geom;INTERSECTION;URL
"{""coordinates"": [-123.117110735151, 49.2101449448247], ""type"": ""Point""}";CAMBIE ST AND SW MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#170830
"{""coordinates"": [-123.112786894964, 49.2657255317809], ""type"": ""Point""}";YUKON ST AND W 6TH AV;https://app.vancouver.ca/vanmapmtc_net/#171645
"{""coordinates"": [-123.112827570252, 49.2648206862237], ""type"": ""Point""}";YUKON ST AND W 7TH AV;https://app.vancouver.ca/vanmapmtc_net/#171646
"{""coordinates"": [-123.112899719339, 49.2631820329569], ""type"": ""Point""}";YUKON ST AND W BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#171650
"{""coordinates"": [-123.113005508473, 49.2603600319703], ""type"": ""Point""}";YUKON ST AND W 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#171670
"{""coordinates"": [-123.115059960754, 49.2109621798577], ""type"": ""Point""}";YUKON ST AND SW MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#171830
"{""coordinates"": [-123.106383316015, 49.2838849695891], ""type"": ""Point""}";ABBOTT ST AND WATER ST;https://app.vancouver.ca/vanmapmtc_net/#172580
"{""coordinates"": [-123.107617158978, 49.2797070841773], ""type"": ""Point""}";ABBOTT ST AND KEEFER PLACE;https://app.vancouver.ca/vanmapmtc_net/#172595
"{""coordinates"": [-123.110851415266, 49.2656901469596], ""type"": ""Point""}";ALBERTA ST AND W 6TH AV;https://app.vancouver.ca/vanmapmtc_net/#173645
"{""coordinates"": [-123.104304422428, 49.2824756999308], ""type"": ""Point""}";CARRALL ST AND E CORDOVA ST;https://app.vancouver.ca/vanmapmtc_net/#178589
"{""coordinates"": [-123.106147472127, 49.278055370303], ""type"": ""Point""}";CARRALL ST AND EXPO BOULEVARD;https://app.vancouver.ca/vanmapmtc_net/#178597
"{""coordinates"": [-123.10638079677, 49.2770957777108], ""type"": ""Point""}";CARRALL ST AND PACIFIC BOULEVARD;https://app.vancouver.ca/vanmapmtc_net/#178598
"{""coordinates"": [-123.109427912276, 49.2674715010025], ""type"": ""Point""}";COLUMBIA ST AND W 4TH AV;https://app.vancouver.ca/vanmapmtc_net/#179642
"{""coordinates"": [-123.109490181161, 49.2621608802781], ""type"": ""Point""}";COLUMBIA ST AND W 10TH AV;https://app.vancouver.ca/vanmapmtc_net/#179654
"{""coordinates"": [-123.110750632146, 49.2259043200557], ""type"": ""Point""}";COLUMBIA ST AND W 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#179790
"{""coordinates"": [-123.109972150502, 49.2121898206229], ""type"": ""Point""}";MANITOBA ST AND SW MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#181830
"{""coordinates"": [-123.104597864523, 49.2701891823762], ""type"": ""Point""}";ONTARIO ST AND E 1ST AV;https://app.vancouver.ca/vanmapmtc_net/#184638
"{""coordinates"": [-123.104788736384, 49.2655776356225], ""type"": ""Point""}";ONTARIO ST AND E 6TH AV;https://app.vancouver.ca/vanmapmtc_net/#184645
"{""coordinates"": [-123.106252299752, 49.2168124622739], ""type"": ""Point""}";ONTARIO ST AND E 59TH AV;https://app.vancouver.ca/vanmapmtc_net/#184813
"{""coordinates"": [-123.105012552641, 49.2602735958038], ""type"": ""Point""}";ONTARIO ST AND E 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#184970
"{""coordinates"": [-123.102215820523, 49.2823329668156], ""type"": ""Point""}";COLUMBIA ST AND E CORDOVA ST;https://app.vancouver.ca/vanmapmtc_net/#186589
"{""coordinates"": [-123.102297141736, 49.2804345676082], ""type"": ""Point""}";COLUMBIA ST AND E PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#186592
"{""coordinates"": [-123.101728091713, 49.2730159952323], ""type"": ""Point""}";QUEBEC ST AND TERMINAL AV;https://app.vancouver.ca/vanmapmtc_net/#186630
"{""coordinates"": [-123.102570024261, 49.2701519642719], ""type"": ""Point""}";QUEBEC ST AND E 1ST AV;https://app.vancouver.ca/vanmapmtc_net/#186638
"{""coordinates"": [-123.10266214158, 49.2701536363926], ""type"": ""Point""}";QUEBEC ST AND E 1ST AV;https://app.vancouver.ca/vanmapmtc_net/#186638
"{""coordinates"": [-123.102701187375, 49.2692043837104], ""type"": ""Point""}";QUEBEC ST AND E 2ND AV;https://app.vancouver.ca/vanmapmtc_net/#186640
"{""coordinates"": [-123.102891958793, 49.2646384977725], ""type"": ""Point""}";QUEBEC ST AND E 7TH AV;https://app.vancouver.ca/vanmapmtc_net/#186646
"{""coordinates"": [-123.099526789677, 49.2840935188567], ""type"": ""Point""}";MAIN ST AND ALEXANDER ST;https://app.vancouver.ca/vanmapmtc_net/#190579
"{""coordinates"": [-123.099648798315, 49.2813356595642], ""type"": ""Point""}";MAIN ST AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#190590
"{""coordinates"": [-123.056588716479, 49.2695058493794], ""type"": ""Point""}";NANAIMO ST AND E 1ST AV;https://app.vancouver.ca/vanmapmtc_net/#270630
"{""coordinates"": [-123.055395506348, 49.2328264909866], ""type"": ""Point""}";CLARENDON ST AND E 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#270750
"{""coordinates"": [-123.058127991121, 49.2418856341958], ""type"": ""Point""}";NANAIMO ST AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#270770
"{""coordinates"": [-123.054877411631, 49.2189564874116], ""type"": ""Point""}";ELLIOTT ST AND ASHBURN ST;https://app.vancouver.ca/vanmapmtc_net/#270811
"{""coordinates"": [-123.056860361574, 49.2070863901409], ""type"": ""Point""}";ELLIOTT ST AND SE MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#270830
"{""coordinates"": [-123.055483882931, 49.2358806935488], ""type"": ""Point""}";CLARENDON ST AND E 38TH AV;https://app.vancouver.ca/vanmapmtc_net/#273741
"{""coordinates"": [-123.049578140228, 49.2620115064721], ""type"": ""Point""}";SLOCAN ST AND E BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#275650
"{""coordinates"": [-123.049554141062, 49.2583864073984], ""type"": ""Point""}";SLOCAN ST AND GRANDVIEW HWY NORTH;https://app.vancouver.ca/vanmapmtc_net/#275668
"{""coordinates"": [-123.04961575936, 49.2506605134001], ""type"": ""Point""}";SLOCAN ST AND E 22ND AV;https://app.vancouver.ca/vanmapmtc_net/#275700
"{""coordinates"": [-123.049514773941, 49.2446214934943], ""type"": ""Point""}";SLOCAN ST AND E 29TH AV;https://app.vancouver.ca/vanmapmtc_net/#275710
"{""coordinates"": [-123.04702548626, 49.2581872149121], ""type"": ""Point""}";KASLO ST AND GRANDVIEW HIGHWAY;https://app.vancouver.ca/vanmapmtc_net/#277670
"{""coordinates"": [-123.050137757716, 49.2327891666635], ""type"": ""Point""}";RHODES ST AND E 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#279750
"{""coordinates"": [-123.044076520854, 49.2811232429382], ""type"": ""Point""}";RENFREW ST AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#280590
"{""coordinates"": [-123.042154256037, 49.2445906670857], ""type"": ""Point""}";EARLES ST AND E 29TH AV;https://app.vancouver.ca/vanmapmtc_net/#280710
"{""coordinates"": [-123.048891849065, 49.237624489024], ""type"": ""Point""}";EARLES ST AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#280770
"{""coordinates"": [-123.048891849065, 49.237624489024], ""type"": ""Point""}";EARLES ST AND KINGSWAY;https://app.vancouver.ca/vanmapmtc_net/#281770
"{""coordinates"": [-123.040156999944, 49.2619093274231], ""type"": ""Point""}";NOOTKA ST AND E BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#285650
"{""coordinates"": [-123.047695427685, 49.2076642117397], ""type"": ""Point""}";JELLICOE ST AND SE MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#285830
"{""coordinates"": [-123.030782876228, 49.2774379612832], ""type"": ""Point""}";CASSIAR ST AND ADANAC ST;https://app.vancouver.ca/vanmapmtc_net/#300598
"{""coordinates"": [-123.030956945813, 49.2774382208113], ""type"": ""Point""}";CASSIAR ST AND ADANAC ST;https://app.vancouver.ca/vanmapmtc_net/#300598
"{""coordinates"": [-123.033980555028, 49.2445576263729], ""type"": ""Point""}";RUPERT ST AND E 29TH AV;https://app.vancouver.ca/vanmapmtc_net/#300710
"{""coordinates"": [-123.042256338686, 49.2081071383573], ""type"": ""Point""}";KERR ST AND SE MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#300830
"{""coordinates"": [-123.028321982136, 49.2811220416012], ""type"": ""Point""}";SKEENA ST AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#305590
"{""coordinates"": [-123.025696297156, 49.2811205758994], ""type"": ""Point""}";KOOTENAY ST AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#312590
"{""coordinates"": [-123.032206955284, 49.2246622423298], ""type"": ""Point""}";TYNE ST AND E 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#312790
"{""coordinates"": [-123.030909797216, 49.2080676994561], ""type"": ""Point""}";MATHESON CRESCENT AND SE MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#315828
"{""coordinates"": [-123.026148989212, 49.2222708786985], ""type"": ""Point""}";FRONTENAC ST AND E 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#317790
"{""coordinates"": [-123.023477940654, 49.2867074059709], ""type"": ""Point""}";N BOUNDARY ROAD AND CAMBRIDGE ST;https://app.vancouver.ca/vanmapmtc_net/#320576
"{""coordinates"": [-123.023638727331, 49.2703092230542], ""type"": ""Point""}";BOUNDARY ROAD AND GRAVELEY ST;https://app.vancouver.ca/vanmapmtc_net/#320616
"{""coordinates"": [-123.023720586687, 49.2425672730951], ""type"": ""Point""}";BOUNDARY ROAD AND MOSCROP ST;https://app.vancouver.ca/vanmapmtc_net/#320711
"{""coordinates"": [-123.023653778843, 49.2344536754017], ""type"": ""Point""}";BOUNDARY ROAD AND VANNESS AV;https://app.vancouver.ca/vanmapmtc_net/#320718
"{""coordinates"": [-123.023606579336, 49.2219475667675], ""type"": ""Point""}";BOUNDARY ROAD AND E 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#320790
"{""coordinates"": [-123.023607546171, 49.2174732219074], ""type"": ""Point""}";BOUNDARY ROAD AND ARBOR AV;https://app.vancouver.ca/vanmapmtc_net/#320814
"{""coordinates"": [-123.023600706644, 49.214805957393], ""type"": ""Point""}";BOUNDARY ROAD AND RUMBLE AV;https://app.vancouver.ca/vanmapmtc_net/#320818
"{""coordinates"": [-123.196711162362, 49.2347715005644], ""type"": ""Point""}";SW MARINE DRIVE AND W 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#830030
"{""coordinates"": [-123.158535795874, 49.2195795741581], ""type"": ""Point""}";SW MARINE DRIVE AND W 57TH AV;https://app.vancouver.ca/vanmapmtc_net/#830082
"{""coordinates"": [-123.100972767687, 49.2511735428084], ""type"": ""Point""}";MAIN ST AND E 22ND AV;https://app.vancouver.ca/vanmapmtc_net/#190703
"{""coordinates"": [-123.101632002575, 49.225663160914], ""type"": ""Point""}";MAIN ST AND E 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#190790
"{""coordinates"": [-123.101958227244, 49.2167520757722], ""type"": ""Point""}";MAIN ST AND E 59TH AV;https://app.vancouver.ca/vanmapmtc_net/#190813
"{""coordinates"": [-123.097735253454, 49.2831561251733], ""type"": ""Point""}";GORE AV AND POWELL ST;https://app.vancouver.ca/vanmapmtc_net/#192580
"{""coordinates"": [-123.095381588335, 49.2812571183385], ""type"": ""Point""}";DUNLEVY AV AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#194590
"{""coordinates"": [-123.093628530741, 49.2766527468092], ""type"": ""Point""}";MALKIN AV AND PRIOR ST;https://app.vancouver.ca/vanmapmtc_net/#196600
"{""coordinates"": [-123.091683436002, 49.2766128715994], ""type"": ""Point""}";PRINCESS AV AND PRIOR ST;https://app.vancouver.ca/vanmapmtc_net/#198600
"{""coordinates"": [-123.091981853716, 49.275390692699], ""type"": ""Point""}";THORNTON ST AND MALKIN AV;https://app.vancouver.ca/vanmapmtc_net/#198607
"{""coordinates"": [-123.093328876633, 49.2716633202141], ""type"": ""Point""}";THORNTON ST AND TERMINAL AV;https://app.vancouver.ca/vanmapmtc_net/#198630
"{""coordinates"": [-123.089450508453, 49.2830021078921], ""type"": ""Point""}";HEATLEY AV AND POWELL ST;https://app.vancouver.ca/vanmapmtc_net/#205580
"{""coordinates"": [-123.089118930313, 49.2624737105706], ""type"": ""Point""}";FRASER ST AND E BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#210650
"{""coordinates"": [-123.090953113775, 49.2182554817966], ""type"": ""Point""}";FRASER ST AND E 57TH AV;https://app.vancouver.ca/vanmapmtc_net/#210810
"{""coordinates"": [-123.09110216274, 49.2110128638778], ""type"": ""Point""}";FRASER ST AND SE MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#210830
"{""coordinates"": [-123.084991958604, 49.2764935107429], ""type"": ""Point""}";CAMPBELL AV AND VENABLES ST;https://app.vancouver.ca/vanmapmtc_net/#217600
"{""coordinates"": [-123.086083114414, 49.2742183071286], ""type"": ""Point""}";CHESS ST AND MALKIN AV;https://app.vancouver.ca/vanmapmtc_net/#217607
"{""coordinates"": [-123.083949073209, 49.2454547712875], ""type"": ""Point""}";WINDSOR ST AND E 28TH AV;https://app.vancouver.ca/vanmapmtc_net/#217717
"{""coordinates"": [-123.083841648568, 49.2700013024463], ""type"": ""Point""}";COTTRELL ST AND TERMINAL AV;https://app.vancouver.ca/vanmapmtc_net/#219631
"{""coordinates"": [-123.081309664504, 49.2652311364251], ""type"": ""Point""}";GLEN DRIVE AND E 6TH AV;https://app.vancouver.ca/vanmapmtc_net/#222640
"{""coordinates"": [-123.079899311394, 49.2111037367998], ""type"": ""Point""}";INVERNESS ST AND SE MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#226830
"{""coordinates"": [-123.077092917807, 49.2813216268518], ""type"": ""Point""}";CLARK DRIVE AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#230590
"{""coordinates"": [-123.077354173869, 49.2696718429573], ""type"": ""Point""}";CLARK DRIVE AND GRANDVIEW VIADUCT;https://app.vancouver.ca/vanmapmtc_net/#230630
"{""coordinates"": [-123.077391556668, 49.2678527897231], ""type"": ""Point""}";CLARK DRIVE AND E 3RD AV;https://app.vancouver.ca/vanmapmtc_net/#230633
"{""coordinates"": [-123.077422898206, 49.2662659945946], ""type"": ""Point""}";CLARK DRIVE AND GRANDVIEW HWY NORTH;https://app.vancouver.ca/vanmapmtc_net/#230639
"{""coordinates"": [-123.076151433397, 49.2485030591371], ""type"": ""Point""}";KNIGHT ST AND E KING EDWARD AV;https://app.vancouver.ca/vanmapmtc_net/#230710
"{""coordinates"": [-123.07640496412, 49.2402092009028], ""type"": ""Point""}";KNIGHT ST AND E 33RD AV;https://app.vancouver.ca/vanmapmtc_net/#230730
"{""coordinates"": [-123.070331459148, 49.2838419549057], ""type"": ""Point""}";COMMERCIAL DRIVE AND POWELL ST;https://app.vancouver.ca/vanmapmtc_net/#250580
"{""coordinates"": [-123.070389715114, 49.2812347249948], ""type"": ""Point""}";COMMERCIAL DRIVE AND E HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#250590
"{""coordinates"": [-123.070486504198, 49.2766665329902], ""type"": ""Point""}";COMMERCIAL DRIVE AND VENABLES ST;https://app.vancouver.ca/vanmapmtc_net/#250600
"{""coordinates"": [-123.069781081812, 49.2613695847955], ""type"": ""Point""}";COMMERCIAL DRIVE AND E 10TH AV;https://app.vancouver.ca/vanmapmtc_net/#250655
"{""coordinates"": [-123.069815535021, 49.2595612692762], ""type"": ""Point""}";COMMERCIAL DRIVE AND E 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#250670
"{""coordinates"": [-123.069867853207, 49.2568463028598], ""type"": ""Point""}";COMMERCIAL DRIVE AND E 15TH AV;https://app.vancouver.ca/vanmapmtc_net/#250685
"{""coordinates"": [-123.065933654359, 49.2180684756144], ""type"": ""Point""}";VICTORIA DRIVE AND UPLAND DRIVE;https://app.vancouver.ca/vanmapmtc_net/#250812
"{""coordinates"": [-123.065507375632, 49.2848388427842], ""type"": ""Point""}";VICTORIA DRIVE AND POWELL ST;https://app.vancouver.ca/vanmapmtc_net/#253580
"{""coordinates"": [-123.065753542043, 49.2695682455301], ""type"": ""Point""}";VICTORIA DRIVE AND E 1ST AV;https://app.vancouver.ca/vanmapmtc_net/#253630
"{""coordinates"": [-123.057845925168, 49.2802305151175], ""type"": ""Point""}";GARDEN DRIVE AND E PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#267592
"{""coordinates"": [-123.057951566171, 49.272950760645], ""type"": ""Point""}";GARDEN DRIVE AND CHARLES ST;https://app.vancouver.ca/vanmapmtc_net/#267607
"{""coordinates"": [-123.056503922677, 49.2884260151033], ""type"": ""Point""}";N NANAIMO ST AND MCGILL ST;https://app.vancouver.ca/vanmapmtc_net/#270570
"{""coordinates"": [-123.215411833435, 49.2583876941919], ""type"": ""Point""}";BLANCA ST AND W 16TH AV;https://app.vancouver.ca/vanmapmtc_net/#020690
"{""coordinates"": [-123.205873079508, 49.2689629909974], ""type"": ""Point""}";TRIMBLE ST AND W 4TH AV;https://app.vancouver.ca/vanmapmtc_net/#026640
"{""coordinates"": [-123.192360061686, 49.2332035882093], ""type"": ""Point""}";HOLLAND ST AND SW MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#033830
"{""coordinates"": [-123.185702495007, 49.268623026731], ""type"": ""Point""}";ALMA ST AND W 4TH AV;https://app.vancouver.ca/vanmapmtc_net/#040640
"{""coordinates"": [-123.184016013894, 49.2579127746242], ""type"": ""Point""}";DUNBAR ST AND W 16TH AV;https://app.vancouver.ca/vanmapmtc_net/#040690
"{""coordinates"": [-123.185185898338, 49.2500607913281], ""type"": ""Point""}";DUNBAR ST AND W KING EDWARD AV;https://app.vancouver.ca/vanmapmtc_net/#040710
"{""coordinates"": [-123.18526318689, 49.2423687170285], ""type"": ""Point""}";DUNBAR ST AND W 33RD AV;https://app.vancouver.ca/vanmapmtc_net/#040730
"{""coordinates"": [-123.177843871848, 49.2642382181928], ""type"": ""Point""}";BLENHEIM ST AND W BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#050650
"{""coordinates"": [-123.177876475414, 49.2633535975052], ""type"": ""Point""}";BLENHEIM ST AND W 10TH AV;https://app.vancouver.ca/vanmapmtc_net/#050670
"{""coordinates"": [-123.178585454506, 49.2500309814737], ""type"": ""Point""}";BLENHEIM ST AND W KING EDWARD AV;https://app.vancouver.ca/vanmapmtc_net/#050710
"{""coordinates"": [-123.170258313385, 49.2347411187549], ""type"": ""Point""}";MACKENZIE ST AND W 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#060750
"{""coordinates"": [-123.167376621401, 49.2347367458962], ""type"": ""Point""}";MACDONALD ST AND W 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#070750
"{""coordinates"": [-123.162746107449, 49.2346866149058], ""type"": ""Point""}";LARCH ST AND W 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#077750
"{""coordinates"": [-123.159711366623, 49.2726542343075], ""type"": ""Point""}";BALSAM ST AND CORNWALL AV;https://app.vancouver.ca/vanmapmtc_net/#078630
"{""coordinates"": [-123.15515213722, 49.2271583096935], ""type"": ""Point""}";ARBUTUS ST AND W 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#085790
"{""coordinates"": [-123.155232904079, 49.2249826307147], ""type"": ""Point""}";ARBUTUS ST AND W 51ST AV;https://app.vancouver.ca/vanmapmtc_net/#085794
"{""coordinates"": [-123.154518697706, 49.2195315294609], ""type"": ""Point""}";ARBUTUS ST AND W 57TH AV;https://app.vancouver.ca/vanmapmtc_net/#085810
"{""coordinates"": [-123.15466476872, 49.2153911787024], ""type"": ""Point""}";ARBUTUS ST AND SW MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#085830
"{""coordinates"": [-123.152603412318, 49.2725402618739], ""type"": ""Point""}";ARBUTUS ST AND CORNWALL AV;https://app.vancouver.ca/vanmapmtc_net/#090630
"{""coordinates"": [-123.153034012671, 49.2610033926762], ""type"": ""Point""}";ARBUTUS ST AND W 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#090670
"{""coordinates"": [-123.152892581058, 49.2572768858973], ""type"": ""Point""}";ARBUTUS ST AND W 16TH AV;https://app.vancouver.ca/vanmapmtc_net/#090690
"{""coordinates"": [-123.153174446974, 49.2572816834874], ""type"": ""Point""}";ARBUTUS ST AND W 16TH AV;https://app.vancouver.ca/vanmapmtc_net/#090690
"{""coordinates"": [-123.155561873814, 49.2345760720561], ""type"": ""Point""}";WEST BOULEVARD AND W 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#090750
"{""coordinates"": [-123.148634651953, 49.2094097805178], ""type"": ""Point""}";ANGUS DRIVE AND SW MARINE DRIVE;https://app.vancouver.ca/vanmapmtc_net/#090830
"{""coordinates"": [-123.155009785785, 49.2345677262713], ""type"": ""Point""}";EAST BOULEVARD AND W 41ST AV;https://app.vancouver.ca/vanmapmtc_net/#091750
"{""coordinates"": [-123.154489030063, 49.2271500939085], ""type"": ""Point""}";EAST BOULEVARD AND W 49TH AV;https://app.vancouver.ca/vanmapmtc_net/#091790
"{""coordinates"": [-123.135434231935, 49.2914765590553], ""type"": ""Point""}";DENMAN ST AND ROBSON ST;https://app.vancouver.ca/vanmapmtc_net/#110602
"{""coordinates"": [-123.131226036991, 49.2901445775923], ""type"": ""Point""}";CARDERO ST AND ALBERNI ST;https://app.vancouver.ca/vanmapmtc_net/#114601
"{""coordinates"": [-123.129025141676, 49.2900537333902], ""type"": ""Point""}";NICOLA ST AND W PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#115592
"{""coordinates"": [-123.127488460389, 49.287725988766], ""type"": ""Point""}";JERVIS ST AND ALBERNI ST;https://app.vancouver.ca/vanmapmtc_net/#117601
"{""coordinates"": [-123.131742715775, 49.2849110058161], ""type"": ""Point""}";JERVIS ST AND NELSON ST;https://app.vancouver.ca/vanmapmtc_net/#117606
"{""coordinates"": [-123.122752142713, 49.2888021765257], ""type"": ""Point""}";BUTE ST AND W HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#118590
"{""coordinates"": [-123.125287047959, 49.2871248600604], ""type"": ""Point""}";BUTE ST AND W GEORGIA ST;https://app.vancouver.ca/vanmapmtc_net/#118600
"{""coordinates"": [-123.122005396224, 49.2864633885217], ""type"": ""Point""}";THURLOW ST AND MELVILLE ST;https://app.vancouver.ca/vanmapmtc_net/#119597
"{""coordinates"": [-123.123752580605, 49.2853081357692], ""type"": ""Point""}";THURLOW ST AND ALBERNI ST;https://app.vancouver.ca/vanmapmtc_net/#119601
"{""coordinates"": [-123.131196967032, 49.2803840554588], ""type"": ""Point""}";THURLOW ST AND DAVIE ST;https://app.vancouver.ca/vanmapmtc_net/#119612
"{""coordinates"": [-123.134387134899, 49.2782728412031], ""type"": ""Point""}";THURLOW ST AND PACIFIC ST;https://app.vancouver.ca/vanmapmtc_net/#119616
"{""coordinates"": [-123.116235508881, 49.2876433991277], ""type"": ""Point""}";BURRARD ST AND W CORDOVA ST;https://app.vancouver.ca/vanmapmtc_net/#120589
"{""coordinates"": [-123.121110101698, 49.2844194935301], ""type"": ""Point""}";BURRARD ST AND W GEORGIA ST;https://app.vancouver.ca/vanmapmtc_net/#120600
"{""coordinates"": [-123.122808940902, 49.2832956885431], ""type"": ""Point""}";BURRARD ST AND ROBSON ST;https://app.vancouver.ca/vanmapmtc_net/#120602
"{""coordinates"": [-123.125996095938, 49.2811873448181], ""type"": ""Point""}";BURRARD ST AND NELSON ST;https://app.vancouver.ca/vanmapmtc_net/#120606
"{""coordinates"": [-123.127055858835, 49.2804862265101], ""type"": ""Point""}";BURRARD ST AND COMOX ST;https://app.vancouver.ca/vanmapmtc_net/#120607
"{""coordinates"": [-123.130775312893, 49.2780251940355], ""type"": ""Point""}";BURRARD ST AND DRAKE ST;https://app.vancouver.ca/vanmapmtc_net/#120614
"{""coordinates"": [-123.145617172572, 49.2688983567263], ""type"": ""Point""}";BURRARD ST AND W 3RD AV;https://app.vancouver.ca/vanmapmtc_net/#120638
"{""coordinates"": [-123.132369080681, 49.276970665521], ""type"": ""Point""}";BURRARD ST AND PACIFIC ST;https://app.vancouver.ca/vanmapmtc_net/#121616
"{""coordinates"": [-123.11680908365, 49.285928263599], ""type"": ""Point""}";HORNBY ST AND W PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#124592
"{""coordinates"": [-123.118374344949, 49.2848940326297], ""type"": ""Point""}";HORNBY ST AND DUNSMUIR ST;https://app.vancouver.ca/vanmapmtc_net/#124595
"{""coordinates"": [-123.120082749606, 49.283764507242], ""type"": ""Point""}";HORNBY ST AND W GEORGIA ST;https://app.vancouver.ca/vanmapmtc_net/#124600
"{""coordinates"": [-123.121790620843, 49.2826344460375], ""type"": ""Point""}";HORNBY ST AND ROBSON ST;https://app.vancouver.ca/vanmapmtc_net/#124602
"{""coordinates"": [-123.126568879711, 49.2794732853472], ""type"": ""Point""}";HORNBY ST AND HELMCKEN ST;https://app.vancouver.ca/vanmapmtc_net/#124608
"{""coordinates"": [-123.131347348757, 49.2763113883038], ""type"": ""Point""}";HORNBY ST AND PACIFIC ST;https://app.vancouver.ca/vanmapmtc_net/#124616
"{""coordinates"": [-123.132789146388, 49.2753567725181], ""type"": ""Point""}";HORNBY ST AND BEACH AV;https://app.vancouver.ca/vanmapmtc_net/#124617
"{""coordinates"": [-123.140825913477, 49.2688218906294], ""type"": ""Point""}";FIR ST AND W 3RD AV;https://app.vancouver.ca/vanmapmtc_net/#124638
"{""coordinates"": [-123.14043574567, 49.2558813731627], ""type"": ""Point""}";FIR ST AND MARPOLE AV;https://app.vancouver.ca/vanmapmtc_net/#124695
"{""coordinates"": [-123.14155500284, 49.2474512009724], ""type"": ""Point""}";ALEXANDRA ST AND NANTON AV;https://app.vancouver.ca/vanmapmtc_net/#125717
"{""coordinates"": [-123.114857239613, 49.2859499160184], ""type"": ""Point""}";HOWE ST AND W HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#126590
"{""coordinates"": [-123.115837996876, 49.2853004962439], ""type"": ""Point""}";HOWE ST AND W PENDER ST;https://app.vancouver.ca/vanmapmtc_net/#126592
"{""coordinates"": [-123.117403666921, 49.284266005117], ""type"": ""Point""}";HOWE ST AND DUNSMUIR ST;https://app.vancouver.ca/vanmapmtc_net/#126595
"{""coordinates"": [-123.131819255001, 49.2747283919756], ""type"": ""Point""}";HOWE ST AND BEACH AV;https://app.vancouver.ca/vanmapmtc_net/#126617
"{""coordinates"": [-123.113866257457, 49.2853072639548], ""type"": ""Point""}";GRANVILLE ST AND W HASTINGS ST;https://app.vancouver.ca/vanmapmtc_net/#130590
"{""coordinates"": [-123.138557667246, 49.2635979352739], ""type"": ""Point""}";GRANVILLE ST AND W BROADWAY;https://app.vancouver.ca/vanmapmtc_net/#130650
"{""coordinates"": [-123.138663639804, 49.260771807616], ""type"": ""Point""}";GRANVILLE ST AND W 12TH AV;https://app.vancouver.ca/vanmapmtc_net/#130670
"{""coordinates"": [-123.139083718034, 49.2494135681774], ""type"": ""Point""}";GRANVILLE ST AND W KING EDWARD AV;https://app.vancouver.ca/vanmapmtc_net/#130710
"{""coordinates"": [-123.139322475057, 49.2418687839528], ""type"": ""Point""}";GRANVILLE ST AND W 33RD AV;https://app.vancouver.ca/vanmapmtc_net/#130730
