AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area;geo_point_2d
305;830;SE MARINE DRIVE AND MARINE WAY;"{""coordinates"": [-123.03898713759628, 49.2078137507053], ""type"": ""Point""}";Killarney;49.2078137507053, -123.03898713759628
307;830;KINROSS ST AND MARINE WAY;"{""coordinates"": [-123.03666466521975, 49.206929275583704], ""type"": ""Point""}";Killarney;49.206929275583704, -123.03666466521975
250;601;PARKER ST AND COMMERCIAL DRIVE;"{""coordinates"": [-123.0695131255573, 49.27575213734434], ""type"": ""Point""}";Grandview-Woodland;49.27575213734434, -123.0695131255573
250;606;COMMERCIAL DRIVE AND WILLIAM ST;"{""coordinates"": [-123.0695519758585, 49.27394215638993], ""type"": ""Point""}";Grandview-Woodland;49.27394215638993, -123.0695519758585
236;606;COTTON DRIVE AND WILLIAM ST;"{""coordinates"": [-123.0714858281868, 49.27395616003057], ""type"": ""Point""}";Grandview-Woodland;49.27395616003057, -123.0714858281868
234;606;WOODLAND DRIVE AND WALKWAY;"{""coordinates"": [-123.07342277992508, 49.273973610474016], ""type"": ""Point""}";Grandview-Woodland;49.273973610474016, -123.07342277992508
234;611;KITCHENER ST AND WOODLAND DRIVE;"{""coordinates"": [-123.07344324589144, 49.27216517748677], ""type"": ""Point""}";Grandview-Woodland;49.27216517748677, -123.07344324589144
233;611;KITCHENER ST AND MCLEAN DRIVE;"{""coordinates"": [-123.07448204979939, 49.272191435141906], ""type"": ""Point""}";Grandview-Woodland;49.272191435141906, -123.07448204979939
231;611;ODLUM DRIVE AND KITCHENER ST;"{""coordinates"": [-123.07593470013681, 49.27221216803042], ""type"": ""Point""}";Grandview-Woodland;49.27221216803042, -123.07593470013681
232;612;GRANT ST AND MCLEAN DRIVE;"{""coordinates"": [-123.07538640528415, 49.271493514380374], ""type"": ""Point""}";Grandview-Woodland;49.271493514380374, -123.07538640528415
252;601;SALSBURY DRIVE AND PARKER ST;"{""coordinates"": [-123.06758590122854, 49.275739868856306], ""type"": ""Point""}";Grandview-Woodland;49.275739868856306, -123.06758590122854
250;768;E 48TH AV AND VICTORIA DRIVE;"{""coordinates"": [-123.06570530564764, 49.226303974532996], ""type"": ""Point""}";Victoria-Fraserview;49.226303974532996, -123.06570530564764
250;792;E 50TH AV AND VICTORIA DRIVE;"{""coordinates"": [-123.06576717187347, 49.22404302451449], ""type"": ""Point""}";Victoria-Fraserview;49.22404302451449, -123.06576717187347
210;807;E 56TH AV AND FRASER ST;"{""coordinates"": [-123.09093068167991, 49.21912528868787], ""type"": ""Point""}";Sunset;49.21912528868787, -123.09093068167991
199;807;ST. GEORGE ST AND E 56TH AV;"{""coordinates"": [-123.09483957988432, 49.21919206578878], ""type"": ""Point""}";Sunset;49.21919206578878, -123.09483957988432
201;805;E 55TH AV AND ST. GEORGE ST;"{""coordinates"": [-123.09421395146703, 49.220009186748726], ""type"": ""Point""}";Sunset;49.220009186748726, -123.09421395146703
199;805;E 55TH AV AND ST. GEORGE ST;"{""coordinates"": [-123.09481204986058, 49.22001932080551], ""type"": ""Point""}";Sunset;49.22001932080551, -123.09481204986058
197;805;PRINCE EDWARD ST AND E 55TH AV;"{""coordinates"": [-123.09768150167021, 49.22006734847402], ""type"": ""Point""}";Sunset;49.22006734847402, -123.09768150167021
246;839;E KENT AV SOUTH AND BEATRICE ST;"{""coordinates"": [-123.0678262587018, 49.2076762363708], ""type"": ""Point""}";Victoria-Fraserview;49.2076762363708, -123.0678262587018
235;839;WALKWAY AND E KENT AV SOUTH;"{""coordinates"": [-123.07531226583289, 49.20925173777582], ""type"": ""Point""}";Victoria-Fraserview;49.20925173777582, -123.07531226583289
236;830;SE MARINE DRIVE AND BORDEN ST;"{""coordinates"": [-123.07408675326644, 49.21105295530202], ""type"": ""Point""}";Victoria-Fraserview;49.21105295530202, -123.07408675326644
237;830;ARGYLE ST AND SE MARINE DRIVE;"{""coordinates"": [-123.07209950398602, 49.211031472736494], ""type"": ""Point""}";Victoria-Fraserview;49.211031472736494, -123.07209950398602
241;830;ARGYLE ST AND SE MARINE DRIVE;"{""coordinates"": [-123.0713013387148, 49.21101451733052], ""type"": ""Point""}";Victoria-Fraserview;49.21101451733052, -123.0713013387148
246;830;BEATRICE ST AND SE MARINE DRIVE;"{""coordinates"": [-123.06778484859399, 49.21025494950263], ""type"": ""Point""}";Victoria-Fraserview;49.21025494950263, -123.06778484859399
237;824;E 64TH AV AND ARGYLE ST;"{""coordinates"": [-123.07208560097584, 49.21197014853475], ""type"": ""Point""}";Victoria-Fraserview;49.21197014853475, -123.07208560097584
246;755;BEATRICE ST AND E 43RD AV;"{""coordinates"": [-123.06693650313714, 49.230515055160126], ""type"": ""Point""}";Victoria-Fraserview;49.230515055160126, -123.06693650313714
224;806;SHERBROOKE ST AND E 55TH AV;"{""coordinates"": [-123.08157323833892, 49.21960568802607], ""type"": ""Point""}";Sunset;49.21960568802607, -123.08157323833892
226;804;INVERNESS ST AND E 54TH AV;"{""coordinates"": [-123.08023452204283, 49.22048057939681], ""type"": ""Point""}";Sunset;49.22048057939681, -123.08023452204283
301;670;GRANDVIEW HIGHWAY AND BENTALL ST;"{""coordinates"": [-123.0320010303986, 49.25814238860545], ""type"": ""Point""}";Renfrew-Collingwood;49.25814238860545, -123.0320010303986
300;670;RUPERT ST AND GRANDVIEW HIGHWAY;"{""coordinates"": [-123.03377199925741, 49.25815024107033], ""type"": ""Point""}";Renfrew-Collingwood;49.25815024107033, -123.03377199925741
300;684;RUPERT ST AND E 14TH AV;"{""coordinates"": [-123.03377824192775, 49.25724884692281], ""type"": ""Point""}";Renfrew-Collingwood;49.25724884692281, -123.03377824192775
300;685;RUPERT ST AND E 15TH AV;"{""coordinates"": [-123.03378374330734, 49.2564093669169], ""type"": ""Point""}";Renfrew-Collingwood;49.2564093669169, -123.03378374330734
300;688;RUPERT ST AND E 16TH AV;"{""coordinates"": [-123.03378930034901, 49.255571164092565], ""type"": ""Point""}";Renfrew-Collingwood;49.255571164092565, -123.03378930034901
300;696;ANZIO DRIVE AND RUPERT ST;"{""coordinates"": [-123.03380100244507, 49.252321466876126], ""type"": ""Point""}";Renfrew-Collingwood;49.252321466876126, -123.03380100244507
300;700;E 22ND AV AND RUPERT ST;"{""coordinates"": [-123.03380469156389, 49.25060012194316], ""type"": ""Point""}";Renfrew-Collingwood;49.25060012194316, -123.03380469156389
297;700;WINDERMERE ST AND E 22ND AV;"{""coordinates"": [-123.03653634843893, 49.250599515252276], ""type"": ""Point""}";Renfrew-Collingwood;49.250599515252276, -123.03653634843893
297;688;WINDERMERE ST AND E 16TH AV;"{""coordinates"": [-123.0365245402993, 49.25558491302037], ""type"": ""Point""}";Renfrew-Collingwood;49.25558491302037, -123.0365245402993
297;684;WINDERMERE ST AND E 14TH AV;"{""coordinates"": [-123.03651299271058, 49.257256263639626], ""type"": ""Point""}";Renfrew-Collingwood;49.257256263639626, -123.03651299271058
297;670;GRANDVIEW HIGHWAY AND WINDERMERE ST;"{""coordinates"": [-123.03650655589954, 49.2581436794387], ""type"": ""Point""}";Renfrew-Collingwood;49.2581436794387, -123.03650655589954
292;688;LILLOOET ST AND E 16TH AV;"{""coordinates"": [-123.03904561049711, 49.25558623838153], ""type"": ""Point""}";Renfrew-Collingwood;49.25558623838153, -123.03904561049711
292;694;LILLOOET ST AND E 19TH AV;"{""coordinates"": [-123.03905510712117, 49.25316588274513], ""type"": ""Point""}";Renfrew-Collingwood;49.25316588274513, -123.03905510712117
292;698;LILLOOET ST AND E 21ST AV;"{""coordinates"": [-123.03905752230743, 49.25148951442834], ""type"": ""Point""}";Renfrew-Collingwood;49.25148951442834, -123.03905752230743
149;844;W 77TH AV AND OAK ST;"{""coordinates"": [-123.13051317724597, 49.200895973121504], ""type"": ""Point""}";Marpole;49.200895973121504, -123.13051317724597
149;843;W KENT AV SOUTH AND WALKWAY;"{""coordinates"": [-123.13044188600186, 49.202903247728045], ""type"": ""Point""}";Marpole;49.202903247728045, -123.13044188600186
311;700;WORTHINGTON DRIVE AND E 22ND AV;"{""coordinates"": [-123.0262410660943, 49.25065595985847], ""type"": ""Point""}";Renfrew-Collingwood;49.25065595985847, -123.0262410660943
218;790;ELGIN ST AND E 49TH AV;"{""coordinates"": [-123.08387260792827, 49.225391750664784], ""type"": ""Point""}";Sunset;49.225391750664784, -123.08387260792827
221;790;E 49TH AV AND ROSS ST;"{""coordinates"": [-123.08281535848043, 49.22538068468119], ""type"": ""Point""}";Sunset;49.22538068468119, -123.08281535848043
224;762;E 47TH AV AND SHERBROOKE ST;"{""coordinates"": [-123.08134767154269, 49.2278143345072], ""type"": ""Point""}";Sunset;49.2278143345072, -123.08134767154269
218;765;ELGIN ST AND E 47TH AV;"{""coordinates"": [-123.08382774008565, 49.2272840988133], ""type"": ""Point""}";Sunset;49.2272840988133, -123.08382774008565
214;765;E 47TH AV AND ST. CATHERINES ST;"{""coordinates"": [-123.08656462887411, 49.22731928472948], ""type"": ""Point""}";Sunset;49.22731928472948, -123.08656462887411
228;758;E 45TH AV AND CULLODEN ST;"{""coordinates"": [-123.07854865339813, 49.2290283109749], ""type"": ""Point""}";Sunset;49.2290283109749, -123.07854865339813
221;758;ROSS ST AND E 45TH AV;"{""coordinates"": [-123.08269842617818, 49.22908337121386], ""type"": ""Point""}";Sunset;49.22908337121386, -123.08269842617818
224;790;E 49TH AV AND SHERBROOKE ST;"{""coordinates"": [-123.081434565446, 49.225353987901684], ""type"": ""Point""}";Sunset;49.225353987901684, -123.081434565446
150;795;OAK ST AND W 52ND AV;"{""coordinates"": [-123.12841118322362, 49.223914093607924], ""type"": ""Point""}";Oakridge;49.223914093607924, -123.12841118322362
165;796;ASH ST AND W 52ND AV;"{""coordinates"": [-123.1181761494685, 49.22352596961997], ""type"": ""Point""}";Oakridge;49.22352596961997, -123.1181761494685
182;702;W 21ST AV AND MANITOBA ST;"{""coordinates"": [-123.10731612372483, 49.2519138914351], ""type"": ""Point""}";Riley Park;49.2519138914351, -123.10731612372483
187;706;QUEBEC ST AND E 23RD AV;"{""coordinates"": [-123.10289035846658, 49.250281632172765], ""type"": ""Point""}";Riley Park;49.250281632172765, -123.10289035846658
187;707;QUEBEC ST AND E 23RD AV;"{""coordinates"": [-123.10290461049316, 49.2499655901714], ""type"": ""Point""}";Riley Park;49.2499655901714, -123.10290461049316
182;707;MANITOBA ST AND W 23RD AV;"{""coordinates"": [-123.10740264778333, 49.24996047075276], ""type"": ""Point""}";Riley Park;49.24996047075276, -123.10740264778333
207;770;KINGSWAY AND E 15TH AV;"{""coordinates"": [-123.0909252304146, 49.25721685504075], ""type"": ""Point""}";Mount Pleasant;49.25721685504075, -123.0909252304146
199;689;ST. GEORGE ST AND E 16TH AV;"{""coordinates"": [-123.0937741208572, 49.256490579941314], ""type"": ""Point""}";Mount Pleasant;49.256490579941314, -123.0937741208572
179;690;COLUMBIA ST AND W 16TH AV;"{""coordinates"": [-123.1096962981032, 49.25677110809306], ""type"": ""Point""}";Mount Pleasant;49.25677110809306, -123.1096962981032
184;691;ONTARIO ST AND E 17TH AV;"{""coordinates"": [-123.10497704623279, 49.2557469882468], ""type"": ""Point""}";Riley Park;49.2557469882468, -123.10497704623279
186;691;E 17TH AV AND QUEBEC ST;"{""coordinates"": [-123.10327041859283, 49.25571627844388], ""type"": ""Point""}";Riley Park;49.25571627844388, -123.10327041859283
203;692;E 18TH AV AND CAROLINA ST;"{""coordinates"": [-123.09190787342735, 49.2546570011541], ""type"": ""Point""}";Riley Park;49.2546570011541, -123.09190787342735
194;692;SOPHIA ST AND E 18TH AV;"{""coordinates"": [-123.09849365078621, 49.254758653582286], ""type"": ""Point""}";Riley Park;49.254758653582286, -123.09849365078621
191;692;WATSON ST AND E 18TH AV;"{""coordinates"": [-123.10074565855588, 49.25479085765445], ""type"": ""Point""}";Riley Park;49.25479085765445, -123.10074565855588
187;693;QUEBEC ST AND E 18TH AV;"{""coordinates"": [-123.1027865292173, 49.25463525974208], ""type"": ""Point""}";Riley Park;49.25463525974208, -123.1027865292173
201;770;KINGSWAY AND E 15TH AV;"{""coordinates"": [-123.09243969875624, 49.257279294406395], ""type"": ""Point""}";Mount Pleasant;49.257279294406395, -123.09243969875624
206;670;CAROLINA ST AND E 12TH AV;"{""coordinates"": [-123.09109947398659, 49.25973213926109], ""type"": ""Point""}";Mount Pleasant;49.25973213926109, -123.09109947398659
163;648;HEATHER ST AND W 8TH AV;"{""coordinates"": [-123.11983795434774, 49.26420962678124], ""type"": ""Point""}";Fairview;49.26420962678124, -123.11983795434774
170;648;W 8TH AV AND CAMBIE ST;"{""coordinates"": [-123.11479297417252, 49.264128287323615], ""type"": ""Point""}";Fairview;49.264128287323615, -123.11479297417252
182;648;MANITOBA ST AND W 8TH AV;"{""coordinates"": [-123.10679785191138, 49.2638046246649], ""type"": ""Point""}";Mount Pleasant;49.2638046246649, -123.10679785191138
184;648;E 8TH AV AND W 8TH AV;"{""coordinates"": [-123.10486390045767, 49.263769021009054], ""type"": ""Point""}";Mount Pleasant;49.263769021009054, -123.10486390045767
150;650;W BROADWAY AND OAK ST;"{""coordinates"": [-123.12658914154002, 49.263406513408725], ""type"": ""Point""}";Fairview;49.263406513408725, -123.12658914154002
165;739;ASH ST AND W 37TH AV;"{""coordinates"": [-123.1177378327979, 49.23730624459042], ""type"": ""Point""}";South Cambie;49.23730624459042, -123.1177378327979
177;739;W 37TH AV AND ELIZABETH ST;"{""coordinates"": [-123.11189330742236, 49.23705908889834], ""type"": ""Point""}";Riley Park;49.23705908889834, -123.11189330742236
165;719;W 30TH AV AND ASH ST;"{""coordinates"": [-123.11862178239835, 49.244313182714116], ""type"": ""Point""}";South Cambie;49.244313182714116, -123.11862178239835
170;719;W 30TH AV AND CAMBIE ST;"{""coordinates"": [-123.11731561215446, 49.24369604893992], ""type"": ""Point""}";South Cambie;49.24369604893992, -123.11731561215446
169;830;SW MARINE DRIVE AND LORD ST;"{""coordinates"": [-123.11824762628709, 49.209668037847514], ""type"": ""Point""}";Marpole;49.209668037847514, -123.11824762628709
165;824;ASH ST AND W 64TH AV;"{""coordinates"": [-123.12018113641491, 49.2123879627326], ""type"": ""Point""}";Marpole;49.2123879627326, -123.12018113641491
165;825;ASH ST AND W 66TH AV;"{""coordinates"": [-123.12023761304216, 49.21112687255963], ""type"": ""Point""}";Marpole;49.21112687255963, -123.12023761304216
165;827;ASH ST AND W 68TH AV;"{""coordinates"": [-123.12027948189552, 49.21022376487632], ""type"": ""Point""}";Marpole;49.21022376487632, -123.12027948189552
165;830;ASH ST AND SW MARINE DRIVE;"{""coordinates"": [-123.12034667289181, 49.20878588753288], ""type"": ""Point""}";Marpole;49.20878588753288, -123.12034667289181
165;822;ASH ST AND W 63RD AV;"{""coordinates"": [-123.12014662825445, 49.213292969383865], ""type"": ""Point""}";Marpole;49.213292969383865, -123.12014662825445
127;830;SASKATCHEWAN LANE AND W 70TH AV;"{""coordinates"": [-123.14133558278459, 49.20854617121614], ""type"": ""Point""}";Marpole;49.20854617121614, -123.14133558278459
122;842;W 75TH AV AND BARNARD ST;"{""coordinates"": [-123.14584491180175, 49.20583579687987], ""type"": ""Point""}";Marpole;49.20583579687987, -123.14584491180175
090;830;ANGUS DRIVE AND SW MARINE DRIVE;"{""coordinates"": [-123.14863465130433, 49.209409786721366], ""type"": ""Point""}";Kerrisdale;49.209409786721366, -123.14863465130433
090;823;W 64TH AV AND ANGUS DRIVE;"{""coordinates"": [-123.14848463531183, 49.21327691986398], ""type"": ""Point""}";Marpole;49.21327691986398, -123.14848463531183
130;824;GRANVILLE ST AND W 65TH AV;"{""coordinates"": [-123.14039803010786, 49.212254462898365], ""type"": ""Point""}";Marpole;49.212254462898365, -123.14039803010786
124;825;W 66TH AV AND ADERA ST;"{""coordinates"": [-123.14359720302888, 49.211418034098315], ""type"": ""Point""}";Marpole;49.211418034098315, -123.14359720302888
123;825;W 66TH AV AND EAST BOULEVARD;"{""coordinates"": [-123.14561401312372, 49.21145143643243], ""type"": ""Point""}";Marpole;49.21145143643243, -123.14561401312372
123;827;W 68TH AV AND EAST BOULEVARD;"{""coordinates"": [-123.14518317846374, 49.21059008602659], ""type"": ""Point""}";Marpole;49.21059008602659, -123.14518317846374
124;827;W 68TH AV AND ADERA ST;"{""coordinates"": [-123.14362657134106, 49.21056474933553], ""type"": ""Point""}";Marpole;49.21056474933553, -123.14362657134106
130;827;W 68TH AV AND GRANVILLE ST;"{""coordinates"": [-123.1404567920421, 49.21051312831867], ""type"": ""Point""}";Marpole;49.21051312831867, -123.1404567920421
124;823;W 64TH AV AND ADERA ST;"{""coordinates"": [-123.14353043273695, 49.21319632362957], ""type"": ""Point""}";Marpole;49.21319632362957, -123.14353043273695
132;823;W 64TH AV AND FRENCH ST;"{""coordinates"": [-123.13902551926279, 49.21312309777329], ""type"": ""Point""}";Marpole;49.21312309777329, -123.13902551926279
153;825;LAUREL ST AND W 66TH AV;"{""coordinates"": [-123.12600451114453, 49.211389549798206], ""type"": ""Point""}";Marpole;49.211389549798206, -123.12600451114453
151;823;W 64TH AV AND SHAUGHNESSY ST;"{""coordinates"": [-123.1287151478073, 49.21296733890362], ""type"": ""Point""}";Marpole;49.21296733890362, -123.1287151478073
156;823;W 64TH AV AND HEATHER ST;"{""coordinates"": [-123.1240425517184, 49.21289682781463], ""type"": ""Point""}";Marpole;49.21289682781463, -123.1240425517184
156;829;HEATHER ST AND W 69TH AV;"{""coordinates"": [-123.12416533834943, 49.20936934626518], ""type"": ""Point""}";Marpole;49.20936934626518, -123.12416533834943
156;825;W 66TH AV AND HEATHER ST;"{""coordinates"": [-123.12410552853042, 49.211177931638716], ""type"": ""Point""}";Marpole;49.211177931638716, -123.12410552853042
150;797;OAK ST AND W 53RD AV;"{""coordinates"": [-123.12845114202821, 49.22280969088931], ""type"": ""Point""}";Oakridge;49.22280969088931, -123.12845114202821
153;790;W 49TH AV AND LAUREL ST;"{""coordinates"": [-123.12515605342001, 49.226436044153225], ""type"": ""Point""}";Oakridge;49.226436044153225, -123.12515605342001
152;790;FREMLIN ST AND W 49TH AV;"{""coordinates"": [-123.12672641786388, 49.226494015674696], ""type"": ""Point""}";Oakridge;49.226494015674696, -123.12672641786388
152;757;W 44TH AV AND FREMLIN ST;"{""coordinates"": [-123.12673565571608, 49.23111529409351], ""type"": ""Point""}";Oakridge;49.23111529409351, -123.12673565571608
170;769;CAMBIE ST AND W 48TH AV;"{""coordinates"": [-123.11645649679339, 49.22700386482191], ""type"": ""Point""}";Oakridge;49.22700386482191, -123.11645649679339
175;790;ALBERTA ST AND W 49TH AV;"{""coordinates"": [-123.11295573066757, 49.225984885261916], ""type"": ""Point""}";Oakridge;49.225984885261916, -123.11295573066757
161;792;NEAL ST AND W 50TH AV;"{""coordinates"": [-123.12225352197177, 49.225415347235725], ""type"": ""Point""}";Oakridge;49.225415347235725, -123.12225352197177
230;692;KNIGHT ST AND E 18TH AV;"{""coordinates"": [-123.07594950086269, 49.25440501594334], ""type"": ""Point""}";Kensington-Cedar Cottage;49.25440501594334, -123.07594950086269
245;701;E 22ND AV AND BEATRICE ST;"{""coordinates"": [-123.06708538697413, 49.250307314318235], ""type"": ""Point""}";Kensington-Cedar Cottage;49.250307314318235, -123.06708538697413
246;701;E 22ND AV AND BEATRICE ST;"{""coordinates"": [-123.06675017270824, 49.25030409029245], ""type"": ""Point""}";Kensington-Cedar Cottage;49.25030409029245, -123.06675017270824
201;683;E 13TH AV AND ST. GEORGE ST;"{""coordinates"": [-123.09305080166631, 49.25884317953354], ""type"": ""Point""}";Mount Pleasant;49.25884317953354, -123.09305080166631
184;687;W 15TH AV AND E 15TH AV;"{""coordinates"": [-123.10513103294153, 49.25755999609297], ""type"": ""Point""}";Mount Pleasant;49.25755999609297, -123.10513103294153
191;687;WATSON ST AND E 15TH AV;"{""coordinates"": [-123.10060598435076, 49.25750287550239], ""type"": ""Point""}";Mount Pleasant;49.25750287550239, -123.10060598435076
197;687;PRINCE EDWARD ST AND E 15TH AV;"{""coordinates"": [-123.096478530942, 49.257446910477164], ""type"": ""Point""}";Mount Pleasant;49.257446910477164, -123.096478530942
201;770;KINGSWAY AND ST. GEORGE ST;"{""coordinates"": [-123.09307146341463, 49.25777906508688], ""type"": ""Point""}";Mount Pleasant;49.25777906508688, -123.09307146341463
203;770;KINGSWAY AND CAROLINA ST;"{""coordinates"": [-123.09181429586985, 49.25725362601], ""type"": ""Point""}";Mount Pleasant;49.25725362601, -123.09181429586985
179;839;WALKWAY AND W KENT AV SOUTH;"{""coordinates"": [-123.11141200106397, 49.20620513284643], ""type"": ""Point""}";Marpole;49.20620513284643, -123.11141200106397
170;830;SW MARINE DRIVE AND CAMBIE ST;"{""coordinates"": [-123.11711072835985, 49.210144948038646], ""type"": ""Point""}";Marpole;49.210144948038646, -123.11711072835985
166;830;SW MARINE DRIVE AND ASH ST;"{""coordinates"": [-123.1189441033207, 49.209375587465324], ""type"": ""Point""}";Marpole;49.209375587465324, -123.1189441033207
176;823;W 64TH AV AND COLUMBIA ST;"{""coordinates"": [-123.11276286375535, 49.21257381036784], ""type"": ""Point""}";Marpole;49.21257381036784, -123.11276286375535
190;823;MAIN ST AND E 64TH AV;"{""coordinates"": [-123.10212612919526, 49.21266618221847], ""type"": ""Point""}";Sunset;49.21266618221847, -123.10212612919526
190;825;E 65TH AV AND MAIN ST;"{""coordinates"": [-123.10216458130378, 49.2117632913364], ""type"": ""Point""}";Sunset;49.2117632913364, -123.10216458130378
184;830;SE MARINE DRIVE AND ONTARIO ST;"{""coordinates"": [-123.10655064572687, 49.212315912067815], ""type"": ""Point""}";Marpole;49.212315912067815, -123.10655064572687
181;832;W 69TH AV AND MANITOBA ST;"{""coordinates"": [-123.11013183085923, 49.20950158839041], ""type"": ""Point""}";Marpole;49.20950158839041, -123.11013183085923
184;837;E KENT AV NORTH AND W KENT AV NORTH;"{""coordinates"": [-123.10683741235776, 49.20685871715017], ""type"": ""Point""}";Marpole;49.20685871715017, -123.10683741235776
156;830;HEATHER ST AND W 70TH AV;"{""coordinates"": [-123.12419976154243, 49.20837852276986], ""type"": ""Point""}";Marpole;49.20837852276986, -123.12419976154243
030;710;CAMOSUN ST AND W KING EDWARD AV;"{""coordinates"": [-123.19662604809875, 49.25010498695108], ""type"": ""Point""}";;49.25010498695108, -123.19662604809875
032;710;CROWN ST AND W KING EDWARD AV;"{""coordinates"": [-123.19360920460313, 49.25009303601534], ""type"": ""Point""}";Dunbar-Southlands;49.25009303601534, -123.19360920460313
030;698;CAMOSUN ST AND W 21ST AV;"{""coordinates"": [-123.1965964216611, 49.25381424732261], ""type"": ""Point""}";;49.25381424732261, -123.1965964216611
148;823;W 64TH AV AND OSLER ST;"{""coordinates"": [-123.13145530398296, 49.213008590744714], ""type"": ""Point""}";Marpole;49.213008590744714, -123.13145530398296
150;830;OAK ST AND W 70TH AV;"{""coordinates"": [-123.13024569211603, 49.20847130656299], ""type"": ""Point""}";Marpole;49.20847130656299, -123.13024569211603
152;830;FREMLIN ST AND W 70TH AV;"{""coordinates"": [-123.12748303538629, 49.20842894448021], ""type"": ""Point""}";Marpole;49.20842894448021, -123.12748303538629
153;830;W 70TH AV AND LAUREL ST;"{""coordinates"": [-123.12610544972127, 49.20840763562619], ""type"": ""Point""}";Marpole;49.20840763562619, -123.12610544972127
156;829;HEATHER ST AND W 69TH AV;"{""coordinates"": [-123.12417202608269, 49.20918900146569], ""type"": ""Point""}";Marpole;49.20918900146569, -123.12417202608269
153;829;LAUREL ST AND W 69TH AV;"{""coordinates"": [-123.12607798776516, 49.20922164063999], ""type"": ""Point""}";Marpole;49.20922164063999, -123.12607798776516
156;826;HEATHER ST AND W 67TH AV;"{""coordinates"": [-123.12412233545983, 49.210635506632336], ""type"": ""Point""}";Marpole;49.210635506632336, -123.12412233545983
144;830;W 70TH AV AND HUDSON ST;"{""coordinates"": [-123.13438315262259, 49.2085329253326], ""type"": ""Point""}";Marpole;49.2085329253326, -123.13438315262259
237;692;FLEMING ST AND E 18TH AV;"{""coordinates"": [-123.0714592334104, 49.25433385880195], ""type"": ""Point""}";Kensington-Cedar Cottage;49.25433385880195, -123.0714592334104
237;692;E 18TH AV AND FLEMING ST;"{""coordinates"": [-123.07097540672216, 49.25432652909312], ""type"": ""Point""}";Kensington-Cedar Cottage;49.25432652909312, -123.07097540672216
242;692;E 18TH AV AND WELWYN ST;"{""coordinates"": [-123.06931703705708, 49.254301611737645], ""type"": ""Point""}";Kensington-Cedar Cottage;49.254301611737645, -123.06931703705708
251;692;FINDLAY ST AND COMMERCIAL DRIVE;"{""coordinates"": [-123.06794834282424, 49.254280719335725], ""type"": ""Point""}";Kensington-Cedar Cottage;49.254280719335725, -123.06794834282424
250;687;COMMERCIAL DRIVE AND E 16TH AV;"{""coordinates"": [-123.06979218203436, 49.25635847799331], ""type"": ""Point""}";Kensington-Cedar Cottage;49.25635847799331, -123.06979218203436
230;684;E 14TH AV AND CLARK DRIVE;"{""coordinates"": [-123.07703797553212, 49.2578090837291], ""type"": ""Point""}";Kensington-Cedar Cottage;49.2578090837291, -123.07703797553212
230;665;E 11TH AV AND CLARK DRIVE;"{""coordinates"": [-123.07753725611745, 49.26052678793284], ""type"": ""Point""}";Mount Pleasant;49.26052678793284, -123.07753725611745
230;683;E 13TH AV AND CLARK DRIVE;"{""coordinates"": [-123.07757280751349, 49.25871803399574], ""type"": ""Point""}";Mount Pleasant;49.25871803399574, -123.07757280751349
228;684;CLARK DRIVE AND E 14TH AV;"{""coordinates"": [-123.07758749997357, 49.25781557935824], ""type"": ""Point""}";Mount Pleasant;49.25781557935824, -123.07758749997357
259;655;LAKEWOOD DRIVE AND E 10TH AV;"{""coordinates"": [-123.06204398680848, 49.26131124569694], ""type"": ""Point""}";Kensington-Cedar Cottage;49.26131124569694, -123.06204398680848
255;656;GRANDVIEW HWY NORTH AND E 10TH AV;"{""coordinates"": [-123.06373584726826, 49.261324843056414], ""type"": ""Point""}";Kensington-Cedar Cottage;49.261324843056414, -123.06373584726826
265;665;TEMPLETON DRIVE AND E 11TH AV;"{""coordinates"": [-123.06012596951084, 49.26039209486237], ""type"": ""Point""}";Kensington-Cedar Cottage;49.26039209486237, -123.06012596951084
250;648;COMMERCIAL DRIVE AND E 8TH AV;"{""coordinates"": [-123.06975104626123, 49.26292847893586], ""type"": ""Point""}";Grandview-Woodland;49.26292847893586, -123.06975104626123
232;650;MCLEAN DRIVE AND E BROADWAY;"{""coordinates"": [-123.0755660741265, 49.262365518164145], ""type"": ""Point""}";Grandview-Woodland;49.262365518164145, -123.0755660741265
234;655;E 10TH AV AND WOODLAND DRIVE;"{""coordinates"": [-123.0736493320857, 49.26140054464467], ""type"": ""Point""}";Kensington-Cedar Cottage;49.26140054464467, -123.0736493320857
253;655;VICTORIA DRIVE AND E 10TH AV;"{""coordinates"": [-123.06591261307885, 49.26134047878593], ""type"": ""Point""}";Kensington-Cedar Cottage;49.26134047878593, -123.06591261307885
058;640;W 4TH AV AND BALACLAVA ST;"{""coordinates"": [-123.1738209340501, 49.268437045446916], ""type"": ""Point""}";Kitsilano;49.268437045446916, -123.1738209340501
058;642;W 5TH AV AND BALACLAVA ST;"{""coordinates"": [-123.17385277471644, 49.26756606400453], ""type"": ""Point""}";Kitsilano;49.26756606400453, -123.17385277471644
058;648;W 8TH AV AND BALACLAVA ST;"{""coordinates"": [-123.17394446670944, 49.2650462789671], ""type"": ""Point""}";Kitsilano;49.2650462789671, -123.17394446670944
062;640;W 4TH AV AND BAYSWATER ST;"{""coordinates"": [-123.17106566546154, 49.26840949444614], ""type"": ""Point""}";Kitsilano;49.26840949444614, -123.17106566546154
