,date,intersection,intersection_id,weather,type,AM_available,AM_scraped,MD_available,MD_scraped,PM_available,PM_scraped,AM_peak_hour,AM_north_bikes_vol,AM_north_peds_vol,AM_north_veh_vol,AM_east_bikes_vol,AM_east_peds_vol,AM_east_veh_vol,AM_south_bikes_vol,AM_south_peds_vol,AM_south_veh_vol,AM_west_bikes_vol,AM_west_peds_vol,AM_west_veh_vol,PM_peak_hour,PM_north_bikes_vol,PM_north_peds_vol,PM_north_veh_vol,PM_east_bikes_vol,PM_east_peds_vol,PM_east_veh_vol,PM_south_bikes_vol,PM_south_peds_vol,PM_south_veh_vol,PM_west_bikes_vol,PM_west_peds_vol,PM_west_veh_vol,MD_peak_hour,MD_north_bikes_vol,MD_north_peds_vol,MD_north_veh_vol,MD_east_bikes_vol,MD_east_peds_vol,MD_east_veh_vol,MD_south_bikes_vol,MD_south_peds_vol,MD_south_veh_vol,MD_west_bikes_vol,MD_west_peds_vol,MD_west_veh_vol,latitude,longitude,geometry
1611,2022-11-12,GRANDVIEW HIGHWAY AND RENFREW ST,358,sunny,,True,True,False,True,True,True,08:00 - 09:00,1.0,26.0,236.0,,37.0,856.0,2.0,10.0,279.0,,24.0,707.0,16:00 - 17:00,1.0,26.0,637.0,,52.0,1490.0,1.0,39.0,458.0,,67.0,1405.0,,,,,,,,,,,,,,49.25817083,-123.0442814,POINT (-123.0442814 49.25817083)
1612,2022-10-26,E 22ND AV AND RUPERT ST,97,cloudy,,True,True,False,True,True,True,07:50 - 08:50,1.0,65.0,767.0,2.0,53.0,603.0,1.0,32.0,778.0,2.0,50.0,470.0,16:20 - 17:20,4.0,51.0,703.0,2.0,30.0,676.0,3.0,38.0,749.0,4.0,26.0,637.0,,,,,,,,,,,,,,49.25060012,-123.0338047,POINT (-123.0338047 49.25060012)
1613,2022-10-25,RUPERT ST AND E BROADWAY,404,rain,,True,True,False,True,True,True,07:55 - 08:55,6.0,32.0,866.0,,82.0,1840.0,,21.0,613.0,2.0,32.0,1069.0,16:10 - 17:10,1.0,19.0,682.0,,79.0,1500.0,1.0,13.0,1013.0,1.0,57.0,1821.0,,,,,,,,,,,,,,49.26189134,-123.0337576,POINT (-123.0337576 49.26189134)
1614,2022-10-27,GRANDVIEW HIGHWAY AND RUPERT ST,106,rain,,True,True,False,True,True,True,08:00 - 09:00,,12.0,906.0,1.0,47.0,1532.0,3.0,21.0,812.0,1.0,27.0,1408.0,17:00 - 18:00,4.0,12.0,1033.0,1.0,27.0,1623.0,,18.0,658.0,,34.0,1254.0,,,,,,,,,,,,,,49.25815024,-123.033772,POINT (-123.033772 49.25815024)
1615,2022-11-12,GRANDVIEW HIGHWAY AND RUPERT ST,106,sunny,,True,True,False,True,True,True,08:00 - 09:00,,10.0,350.0,,26.0,912.0,,13.0,415.0,,12.0,696.0,16:00 - 17:00,4.0,40.0,927.0,,50.0,1571.0,2.0,20.0,772.0,,61.0,1413.0,,,,,,,,,,,,,,49.25815024,-123.033772,POINT (-123.033772 49.25815024)
1616,2022-11-22,SEYMOUR ST AND SMITHE ST,590,rain,,True,True,False,True,True,True,07:55 - 08:55,,168.0,,41.0,181.0,874.0,2.0,155.0,1223.0,,100.0,,16:10 - 17:10,,248.0,,33.0,326.0,916.0,1.0,146.0,988.0,,116.0,,,,,,,,,,,,,,,49.27966867,-123.1204281,POINT (-123.1204281 49.27966867)
1617,2022-11-01,LOUGHEED HIGHWAY AND SKEENA ST,733,rain,,True,True,False,True,True,True,07:45 - 08:45,,3.0,28.0,,7.0,1826.0,,8.0,3.0,2.0,5.0,1072.0,16:45 - 17:45,,6.0,40.0,,14.0,1689.0,,2.0,33.0,2.0,14.0,1928.0,,,,,,,,,,,,,,49.26345582,-123.0284849,POINT (-123.0284849 49.26345582)
1618,2022-11-08,SLOCAN ST AND E 22ND AV,384,sunny,,True,True,False,True,True,True,08:00 - 09:00,1.0,3.0,52.0,4.0,18.0,841.0,2.0,4.0,251.0,1.0,4.0,369.0,16:05 - 17:05,2.0,10.0,62.0,4.0,50.0,836.0,1.0,18.0,247.0,2.0,5.0,487.0,,,,,,,,,,,,,,49.25066052,-123.0496158,POINT (-123.0496158 49.25066052)
1619,2022-10-25,SLOCAN ST AND GRANDVIEW HWY NORTH,126,rain,,True,True,False,True,True,True,07:55 - 08:55,16.0,3.0,147.0,,24.0,1355.0,18.0,16.0,110.0,2.0,30.0,1414.0,16:55 - 17:55,15.0,2.0,197.0,,7.0,1379.0,3.0,12.0,51.0,,11.0,1194.0,,,,,,,,,,,,,,49.25838641,-123.0495541,POINT (-123.0495541 49.25838641)
1620,2022-09-27,SPRUCE ST AND W 6TH AV,554,sunny,,True,True,False,True,True,True,08:00 - 09:00,,,,,,1173.0,,16.0,7.0,2.0,,1386.0,17:00 - 18:00,,,,2.0,,1097.0,,27.0,13.0,1.0,,1543.0,,,,,,,,,,,,,,49.26603317,-123.1288913,POINT (-123.1288913 49.26603317)
1621,2022-11-12,SPRUCE ST AND W 6TH AV,554,sunny,,True,True,True,True,True,True,16:00 - 17:00,,,,1.0,,1000.0,,33.0,8.0,1.0,,1550.0,16:00 - 17:00,,,,1.0,,1000.0,,33.0,8.0,1.0,,1550.0,14:25 - 15:25,,,,1.0,,1019.0,,23.0,11.0,4.0,,1454.0,49.26603317,-123.1288913,POINT (-123.1288913 49.26603317)
1622,2022-09-15,CORNWALL AV AND VINE ST,737,cloudy,,True,True,True,True,True,True,08:00 - 09:00,,41.0,,9.0,27.0,677.0,,9.0,51.0,9.0,12.0,637.0,16:50 - 17:50,,41.0,,12.0,44.0,784.0,2.0,36.0,61.0,12.0,21.0,648.0,11:10 - 12:10,,33.0,,3.0,22.0,508.0,,9.0,52.0,2.0,12.0,511.0,49.27261689,-123.1573406,POINT (-123.1573406 49.27261689)
1623,2022-11-09,W 6TH AV AND WILLOW ST,596,cloudy,,True,True,False,True,True,True,07:55 - 08:55,,,,,,1219.0,,37.0,90.0,,,1454.0,16:05 - 17:05,,,,,,1286.0,,49.0,86.0,2.0,,1478.0,,,,,,,,,,,,,,49.26591792,-123.121728,POINT (-123.121728 49.26591792)
1624,2022-11-12,W 6TH AV AND WILLOW ST,596,sunny,,True,True,True,True,True,True,16:00 - 17:00,,,,2.0,,1202.0,,67.0,50.0,1.0,,1621.0,16:00 - 17:00,,,,2.0,,1202.0,,67.0,50.0,1.0,,1621.0,14:05 - 15:05,,,,2.0,,1217.0,,52.0,67.0,5.0,,1543.0,49.26591792,-123.121728,POINT (-123.121728 49.26591792)
1625,2022-09-15,YEW ST AND CORNWALL AV,738,cloudy,,True,True,True,True,True,True,08:00 - 09:00,11.0,16.0,7.0,15.0,49.0,695.0,4.0,31.0,53.0,10.0,72.0,684.0,17:00 - 18:00,9.0,34.0,1.0,15.0,85.0,808.0,8.0,42.0,77.0,14.0,126.0,689.0,11:20 - 12:20,2.0,21.0,,3.0,50.0,545.0,3.0,28.0,54.0,2.0,70.0,545.0,49.27257855,-123.1549723,POINT (-123.1549723 49.27257855)
1626,2022-09-17,YEW ST AND CORNWALL AV,738,cloudy,,True,True,True,True,True,True,08:00 - 09:00,,21.0,,21.0,36.0,287.0,2.0,20.0,34.0,17.0,86.0,308.0,16:00 - 17:00,20.0,40.0,,10.0,147.0,617.0,20.0,83.0,75.0,9.0,270.0,613.0,12:00 - 13:00,11.0,24.0,,33.0,108.0,618.0,10.0,54.0,73.0,14.0,219.0,576.0,49.27257855,-123.1549723,POINT (-123.1549723 49.27257855)
1627,2022-09-17,CORNWALL AV AND VINE ST,737,cloudy,,True,True,True,True,True,True,08:00 - 09:00,,46.0,,18.0,23.0,278.0,,19.0,36.0,17.0,12.0,279.0,16:00 - 17:00,,97.0,,9.0,71.0,573.0,4.0,34.0,64.0,9.0,50.0,561.0,11:30 - 12:30,,67.0,,16.0,40.0,576.0,2.0,38.0,57.0,20.0,30.0,532.0,49.27261689,-123.1573406,POINT (-123.1573406 49.27261689)
1628,2022-06-25,CLARK DRIVE AND POWELL ST,679,sunny,,True,True,True,True,True,True,08:00 - 09:00,,3.0,1.0,24.0,8.0,479.0,3.0,,174.0,6.0,,297.0,16:15 - 17:15,,6.0,1.0,40.0,8.0,972.0,3.0,6.0,308.0,42.0,1.0,892.0,11:55 - 12:55,2.0,7.0,2.0,31.0,1.0,786.0,1.0,12.0,338.0,26.0,1.0,793.0,49.28306821,-123.0770529,POINT (-123.0770529 49.28306821)
1629,2022-07-19,COMMERCIAL DRIVE AND E HASTINGS ST,499,partly cloudy,,True,True,False,True,True,True,07:45 - 08:45,,7.0,120.0,1.0,38.0,1632.0,11.0,23.0,223.0,1.0,74.0,519.0,16:05 - 17:05,6.0,28.0,212.0,3.0,39.0,822.0,8.0,62.0,193.0,3.0,111.0,1449.0,,,,,,,,,,,,,,49.28123473,-123.0703897,POINT (-123.0703897 49.28123473)
1630,2022-08-16,MALKIN AV AND HAWKS AV,386,sunny,,True,True,False,True,True,True,07:00 - 08:00,1.0,3.0,11.0,1.0,16.0,37.0,,6.0,44.0,4.0,6.0,33.0,17:35 - 18:35,7.0,8.0,34.0,5.0,13.0,36.0,1.0,1.0,16.0,9.0,8.0,136.0,,,,,,,,,,,,,,49.27466883,-123.0874377,POINT (-123.0874377 49.27466883)
1631,2022-07-30,HORNBY ST AND SMITHE ST,326,sunny,,True,True,True,True,True,True,07:00 - 08:00,5.0,,,86.0,,,19.0,,,,,,18:00 - 19:00,80.0,,,203.0,,,67.0,,,,,,15:00 - 16:00,44.0,,,205.0,,,115.0,,,,,,49.28158058,-123.1233829,POINT (-123.1233829 49.28158058)
1632,2022-07-31,HORNBY ST AND SMITHE ST,326,sunny,,True,True,True,True,True,True,08:00 - 09:00,6.0,,,93.0,,,33.0,,,,,,18:00 - 19:00,31.0,,,200.0,,,100.0,,,,,,13:00 - 14:00,70.0,,,188.0,,,137.0,,,,,,49.28158058,-123.1233829,POINT (-123.1233829 49.28158058)
1633,2022-06-25,N NANAIMO ST AND NANAIMO ST,181,sunny,,True,True,True,True,True,True,08:00 - 09:00,1.0,,486.0,,14.0,88.0,,11.0,168.0,,19.0,368.0,16:05 - 17:05,,,1373.0,,19.0,176.0,3.0,24.0,293.0,,49.0,936.0,11:55 - 12:55,,,881.0,1.0,19.0,142.0,2.0,19.0,465.0,1.0,37.0,861.0,49.26297181,-123.0565998,POINT (-123.0565998 49.26297181)
1634,2022-07-06,NANAIMO ST AND E HASTINGS ST,211,cloudy,,True,True,True,True,True,True,07:50 - 08:50,2.0,36.0,443.0,2.0,47.0,1367.0,2.0,41.0,718.0,1.0,30.0,632.0,16:35 - 17:35,7.0,199.0,590.0,7.0,123.0,920.0,12.0,273.0,558.0,3.0,175.0,1399.0,11:55 - 12:55,2.0,137.0,379.0,1.0,63.0,851.0,2.0,201.0,480.0,1.0,105.0,798.0,49.2811461,-123.0565507,POINT (-123.0565507 49.2811461)
1635,2022-06-28,Lakewood AND Hastings,710,rain,,True,True,False,True,True,True,07:45 - 08:45,16.0,15.0,33.0,4.0,6.0,1719.0,8.0,10.0,18.0,,28.0,749.0,16:40 - 17:40,15.0,12.0,44.0,1.0,14.0,967.0,12.0,34.0,36.0,3.0,55.0,1545.0,,,,,,,,,,,,,,49.28117428,-123.0617014,POINT (-123.0617014 49.28117428)
1636,2017-01-18,W 12TH AV AND CAMBIE ST,745,rain,,True,True,False,True,True,True,07:45 - 08:45,,169.0,1226.0,,80.0,1163.0,5.0,64.0,1116.0,,155.0,1040.0,17:00 - 18:00,1.0,155.0,1880.0,,89.0,1258.0,4.0,67.0,909.0,,250.0,1132.0,,,,,,,,,,,,,,49.26039209,-123.1149676,POINT (-123.1149676 49.26039209)
1637,2017-03-07,MALKIN AV AND PRIOR ST,746,rain,,True,True,False,True,True,True,07:50 - 08:50,1.0,3.0,1.0,,5.0,1018.0,2.0,5.0,43.0,,5.0,841.0,16:00 - 17:00,,4.0,,,7.0,697.0,,7.0,45.0,1.0,10.0,1259.0,,,,,,,,,,,,,,49.27665275,-123.0936285,POINT (-123.0936285 49.27665275)
1638,2017-02-07,KEEFER ST AND QUEBEC ST,747,rain,,True,True,False,True,True,True,08:00 - 09:00,,73.0,27.0,2.0,15.0,200.0,3.0,53.0,297.0,1.0,57.0,173.0,16:25 - 17:25,3.0,124.0,72.0,2.0,64.0,179.0,2.0,92.0,223.0,8.0,74.0,261.0,,,,,,,,,,,,,,49.2792735,-123.1022161,POINT (-123.1022161 49.2792735)
1639,2014-09-30,Beatty St AND Nelson St,748,clear,Signalized,True,True,False,True,True,True,07:35 - 08:35,2.0,83.0,268.0,7.0,110.0,99.0,0.0,55.0,,27.0,46.0,1960.0,16:35 - 17:35,8.0,152.0,388.0,9.0,99.0,67.0,2.0,120.0,,44.0,81.0,2478.0,,,,,,,,,,,,,,49.27547463,-123.1171607,POINT (-123.1171607 49.27547463)
1640,2014-03-27,KEEFER ST AND QUEBEC ST,747,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0.0,32.0,31.0,5.0,41.0,31.0,24.0,42.0,340.0,4.0,17.0,197.0,16:40 - 17:40,4.0,80.0,46.0,4.0,93.0,269.0,14.0,89.0,268.0,30.0,35.0,252.0,,,,,,,,,,,,,,49.2792735,-123.1022161,POINT (-123.1022161 49.2792735)
1641,2014-04-08,GRANVILLE ST AND W 16TH AV,749,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0.0,23.0,1041.0,1.0,11.0,563.0,1.0,13.0,1982.0,1.0,14.0,934.0,16:55 - 17:55,0.0,41.0,1358.0,1.0,31.0,634.0,1.0,24.0,1380.0,2.0,30.0,1504.0,,,,,,,,,,,,,,49.25705392,-123.1388023,POINT (-123.1388023 49.25705392)
1642,2018-11-14,W 4TH AV AND TRIMBLE ST,750,cloudy,,True,True,False,True,True,True,08:00 - 09:00,2.0,2.0,13.0,5.0,3.0,1051.0,,20.0,39.0,3.0,29.0,378.0,16:50 - 17:50,,2.0,23.0,1.0,1.0,436.0,2.0,3.0,32.0,8.0,14.0,892.0,,,,,,,,,,,,,,49.26896299,-123.2058731,POINT (-123.2058731 49.26896299)
1643,2018-08-28,Beatty St AND Nelson St,748,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,32.0,75.0,206.0,23.0,103.0,67.0,7.0,88.0,,99.0,111.0,1689.0,16:55 - 17:55,114.0,122.0,347.0,10.0,110.0,29.0,,105.0,,178.0,111.0,2055.0,,,,,,,,,,,,,,49.27547463,-123.1171607,POINT (-123.1171607 49.27547463)
1644,2018-11-14,BLANCA ST AND W 10TH AV,751,cloudy,,True,True,False,True,True,True,08:00 - 09:00,39.0,3.0,281.0,17.0,8.0,531.0,10.0,8.0,313.0,5.0,5.0,264.0,16:45 - 17:45,4.0,2.0,221.0,3.0,25.0,388.0,12.0,11.0,364.0,91.0,11.0,594.0,,,,,,,,,,,,,,49.2639242,-123.2152115,POINT (-123.2152115 49.2639242)
1645,2018-11-13,GRANVILLE ST AND W 16TH AV,749,cloudy,,True,True,False,True,True,True,07:35 - 08:35,,28.0,825.0,1.0,3.0,602.0,,7.0,2026.0,4.0,6.0,855.0,16:55 - 17:55,1.0,17.0,1329.0,2.0,1.0,551.0,,7.0,1621.0,1.0,16.0,1619.0,,,,,,,,,,,,,,49.25705392,-123.1388023,POINT (-123.1388023 49.25705392)
1646,2019-02-07,BLANCA ST AND W 10TH AV,751,cloudy,,True,True,False,True,True,True,08:00 - 09:00,18.0,17.0,364.0,6.0,11.0,545.0,13.0,17.0,355.0,6.0,9.0,387.0,16:45 - 17:45,,14.0,345.0,1.0,18.0,345.0,4.0,18.0,425.0,54.0,7.0,720.0,,,,,,,,,,,,,,49.2639242,-123.2152115,POINT (-123.2152115 49.2639242)
1647,2020-08-27,GRANVILLE ST AND W 16TH AV,749,sunny,,True,True,True,True,True,True,08:00 - 09:00,,7.0,597.0,1.0,10.0,412.0,1.0,7.0,1644.0,2.0,15.0,936.0,16:35 - 17:35,,14.0,1214.0,1.0,27.0,428.0,3.0,22.0,1576.0,,23.0,2153.0,15:00 - 16:00,1.0,25.0,973.0,,1.0,430.0,2.0,11.0,1264.0,2.0,25.0,1725.0,49.25705392,-123.1388023,POINT (-123.1388023 49.25705392)
1648,2021-04-20,GRANVILLE ST AND W 16TH AV,749,partly cloudy,,True,True,True,True,True,True,07:05 - 08:05,,17.0,668.0,,18.0,508.0,2.0,10.0,1674.0,,25.0,968.0,16:00 - 17:00,,29.0,991.0,2.0,27.0,473.0,,16.0,1290.0,,26.0,1179.0,15:00 - 16:00,,21.0,989.0,2.0,31.0,517.0,3.0,15.0,1356.0,,30.0,1135.0,49.25705392,-123.1388023,POINT (-123.1388023 49.25705392)
1649,2021-11-03,MALKIN AV AND PRIOR ST,746,"rainy, cloudy",,True,True,False,True,True,True,07:51 - 08:51,3.0,6.0,24.0,,9.0,835.0,,5.0,37.0,,5.0,611.0,16:51 - 17:51,5.0,10.0,27.0,,11.0,728.0,4.0,5.0,41.0,1.0,7.0,1048.0,,,,,,,,,,,,,,49.27665275,-123.0936285,POINT (-123.0936285 49.27665275)
1650,2021-09-08,KEEFER ST AND QUEBEC ST,747,"cloudy, overcast",,True,True,False,True,True,True,07:55 - 08:55,3.0,48.0,18.0,5.0,38.0,167.0,40.0,56.0,216.0,14.0,56.0,154.0,16:30 - 17:30,14.0,93.0,86.0,21.0,92.0,222.0,30.0,138.0,254.0,46.0,49.0,284.0,,,,,,,,,,,,,,49.2792735,-123.1022161,POINT (-123.1022161 49.2792735)
1651,2022-07-21,VICTORIA DRIVE AND POWELL ST,752,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,,16.0,,13.0,31.0,1472.0,1.0,33.0,136.0,,29.0,717.0,16:45 - 17:45,,41.0,,14.0,51.0,980.0,2.0,22.0,117.0,7.0,37.0,1582.0,,,,,,,,,,,,,,49.28483884,-123.0655074,POINT (-123.0655074 49.28483884)
1652,2022-11-16,GRANVILLE ST AND W 16TH AV,749,sunny,,True,True,True,True,True,True,08:00 - 09:00,,16.0,773.0,,20.0,498.0,,4.0,1606.0,1.0,19.0,958.0,16:25 - 17:25,,23.0,1145.0,,31.0,512.0,,6.0,1527.0,,18.0,1413.0,15:00 - 16:00,1.0,18.0,995.0,,23.0,507.0,,14.0,1419.0,,34.0,1241.0,49.25705392,-123.1388023,POINT (-123.1388023 49.25705392)
1653,2017-10-24,E 4TH AV AND W 4TH AV,753,sunny,,True,True,False,True,True,True,08:00 - 09:00,,11.0,52.0,,47.0,70.0,,12.0,63.0,,61.0,35.0,16:00 - 17:00,,13.0,71.0,,63.0,84.0,,21.0,147.0,,64.0,79.0,,,,,,,,,,,,,,49.2678679,-123.1394073,POINT (-123.1394073 49.2678679)
1654,2017-05-16,Anderson St AND W 2nd Av,754,rain,,True,True,False,True,True,True,08:00 - 09:00,3.0,65.0,165.0,39.0,45.0,107.0,14.0,23.0,305.0,34.0,127.0,154.0,16:50 - 17:50,14.0,85.0,575.0,50.0,103.0,63.0,6.0,18.0,385.0,71.0,314.0,275.0,,,,,,,,,,,,,,49.2116916,-122.9030343,POINT (-122.9030343 49.2116916)
1655,2017-08-31,Anderson St AND W 4th Av,755,rain,,True,True,False,True,True,True,08:00 - 09:00,1.0,31.0,215.0,1.0,,1214.0,,111.0,,4.0,133.0,1646.0,16:55 - 17:55,,130.0,523.0,3.0,,1343.0,,337.0,,1.0,423.0,2291.0,,,,,,,,,,,,,,49.2679412,-123.1380935,POINT (-123.1380935 49.2679412)
1656,2017-06-08,W 37TH AV AND ARBUTUS ST,756,rain,,True,True,False,True,True,True,08:00 - 09:00,3.0,25.0,719.0,3.0,4.0,342.0,,88.0,471.0,10.0,22.0,381.0,16:10 - 17:10,3.0,12.0,734.0,3.0,20.0,375.0,1.0,21.0,524.0,11.0,13.0,282.0,,,,,,,,,,,,,,49.2382912,-123.1554476,POINT (-123.1554476 49.2382912)
1657,2017-01-18,BEATTY ST AND DUNSMUIR ST,757,rain,,True,True,False,True,True,True,08:00 - 09:00,1.0,1711.0,120.0,141.0,1078.0,1676.0,14.0,250.0,192.0,,422.0,,17:00 - 18:00,8.0,1583.0,249.0,22.0,1355.0,1398.0,7.0,284.0,259.0,88.0,342.0,1.0,,,,,,,,,,,,,,49.2798396,-123.1105378,POINT (-123.1105378 49.2798396)
1658,2017-05-09,Boundary Rd AND E 1st Av,758,cloudy,,True,True,False,True,True,True,07:45 - 08:45,20.0,5.0,1224.0,,6.0,458.0,7.0,,1057.0,,56.0,978.0,16:05 - 17:05,12.0,9.0,1037.0,,14.0,471.0,16.0,2.0,1068.0,1.0,55.0,1425.0,,,,,,,,,,,,,,49.2610998,-123.0235461,POINT (-123.0235461 49.2610998)
1659,2017-03-14,CORNWALL AV AND BURRARD BRIDGE,759,rain,,True,True,True,True,True,True,08:00 - 09:00,39.0,,1655.0,,5.0,,122.0,7.0,695.0,,47.0,727.0,17:00 - 18:00,120.0,,2097.0,,8.0,,70.0,20.0,853.0,,122.0,696.0,12:00 - 13:00,34.0,,1737.0,,13.0,,36.0,25.0,813.0,,36.0,556.0,49.2724144,-123.1453731,POINT (-123.1453731 49.2724144)
1660,2017-02-08,LAKEWOOD DRIVE AND E 12TH AV,760,snow,,True,True,True,True,True,True,08:00 - 09:00,2.0,12.0,57.0,,83.0,1162.0,,4.0,24.0,,8.0,1500.0,16:05 - 17:05,,2.0,24.0,,38.0,739.0,2.0,4.0,23.0,1.0,5.0,1374.0,15:00 - 16:00,,8.0,56.0,,99.0,847.0,1.0,6.0,19.0,,7.0,1612.0,49.2595236,-123.0620702,POINT (-123.0620702 49.2595236)
1661,2017-05-04,ASH ST AND W 2ND AV,761,rain,,True,True,False,True,True,True,07:50 - 08:50,15.0,37.0,55.0,9.0,157.0,1574.0,55.0,63.0,135.0,6.0,34.0,1504.0,16:00 - 17:00,15.0,37.0,44.0,9.0,144.0,1525.0,28.0,48.0,315.0,4.0,90.0,1755.0,,,,,,,,,,,,,,49.2659355,-123.1174148,POINT (-123.1174148 49.2659355)
1662,2017-01-11,W PENDER ST AND E PENDER ST,762,sunny,,True,True,False,True,True,True,08:00 - 09:00,7.0,88.0,208.0,12.0,71.0,511.0,43.0,108.0,119.0,3.0,67.0,206.0,17:00 - 18:00,41.0,179.0,252.0,4.0,163.0,348.0,11.0,319.0,105.0,37.0,125.0,464.0,,,,,,,,,,,,,,49.2800794,-123.0826455,POINT (-123.0826455 49.2800794)
1663,2017-07-04,SW Marine Dr AND E 41st Av,763,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,1.0,2.0,350.0,16.0,,1016.0,6.0,,2.0,,,,16:35 - 17:35,24.0,5.0,907.0,4.0,4.0,494.0,11.0,6.0,15.0,4.0,1.0,,,,,,,,,,,,,,,49.234754,-123.196314,POINT (-123.196314 49.234754)
1664,2017-01-11,CAMBIE BRIDGE AND EXPO BOULEVARD,764,sunny,,True,True,False,True,True,True,07:55 - 08:55,10.0,194.0,946.0,24.0,1.0,1777.0,,1.0,,,41.0,,16:25 - 17:25,11.0,282.0,1415.0,6.0,,1805.0,,4.0,,23.0,70.0,,,,,,,,,,,,,,,49.27478,-123.1161203,POINT (-123.1161203 49.27478)
1665,2017-04-25,CAMBIE BRIDGE AND EXPO BOULEVARD,764,rain,,True,True,False,True,True,True,08:00 - 09:00,24.0,261.0,1084.0,159.0,19.0,2199.0,,17.0,,16.0,28.0,,16:55 - 17:55,17.0,393.0,1387.0,42.0,38.0,1977.0,,31.0,,96.0,62.0,,,,,,,,,,,,,,,49.27478,-123.1161203,POINT (-123.1161203 49.27478)
1666,2017-04-11,MOBERLY ROAD AND CHARLESON,765,rain,,True,True,False,True,True,True,08:00 - 09:00,84.0,2.0,186.0,,25.0,2.0,13.0,2.0,141.0,63.0,34.0,7.0,16:40 - 17:40,117.0,6.0,174.0,1.0,25.0,2.0,16.0,3.0,307.0,119.0,88.0,17.0,,,,,,,,,,,,,,49.266251,-123.1205383,POINT (-123.1205383 49.266251)
1667,2017-05-25,W 15TH AV AND MARPOLE AV,766,sunny,,True,True,False,True,True,True,08:00 - 09:00,,34.0,211.0,1.0,8.0,1097.0,,,,1.0,,973.0,16:10 - 17:10,,21.0,481.0,5.0,8.0,742.0,,,,4.0,,1123.0,,,,,,,,,,,,,,49.2581716,-123.1507439,POINT (-123.1507439 49.2581716)
1668,2016-06-01,Yukon St AND 2nd Ave,767,rain,,True,True,False,True,True,True,07:45 - 08:45,16.0,20.0,187.0,17.0,18.0,1489.0,19.0,74.0,27.0,22.0,34.0,1123.0,16:55 - 17:55,1.0,17.0,167.0,8.0,15.0,1361.0,17.0,66.0,56.0,22.0,35.0,1403.0,,,,,,,,,,,,,,49.2677372,-123.1125656,POINT (-123.1125656 49.2677372)
1669,2016-09-27,Bute St AND Pantages Ln,768,sunny,,True,True,False,True,True,True,08:00 - 09:00,7.0,138.0,20.0,3.0,120.0,299.0,6.0,11.0,,6.0,110.0,543.0,16:50 - 17:50,12.0,731.0,32.0,15.0,474.0,532.0,11.0,260.0,,3.0,507.0,407.0,,,,,,,,,,,,,,49.2814255,-123.1339194,POINT (-123.1339194 49.2814255)
1670,2016-09-07,WALKWAY AND CAMBIE ST,769,rain,,True,True,False,True,True,True,07:40 - 08:40,8.0,243.0,1324.0,185.0,385.0,1.0,15.0,215.0,1265.0,54.0,281.0,124.0,16:55 - 17:55,5.0,303.0,1532.0,69.0,386.0,,6.0,246.0,1016.0,149.0,384.0,252.0,,,,,,,,,,,,,,49.3570172,-123.1352565,POINT (-123.1352565 49.3570172)
1671,2016-08-31,W 2ND AV AND W 5TH AV,770,rain,,True,True,False,True,True,True,07:55 - 08:55,8.0,222.0,,15.0,183.0,1331.0,97.0,180.0,357.0,29.0,288.0,1623.0,16:55 - 17:55,19.0,276.0,7.0,20.0,303.0,1379.0,60.0,253.0,442.0,33.0,373.0,2168.0,,,,,,,,,,,,,,49.2668215,-123.1143451,POINT (-123.1143451 49.2668215)
1672,2016-11-01,W CORDOVA ST AND CARRALL ST,771,rain,,True,True,False,True,True,True,07:55 - 08:55,16.0,47.0,199.0,4.0,101.0,,62.0,98.0,119.0,11.0,83.0,465.0,16:35 - 17:35,47.0,106.0,239.0,,138.0,,10.0,194.0,67.0,65.0,235.0,1027.0,,,,,,,,,,,,,,49.2824296,-123.1042674,POINT (-123.1042674 49.2824296)
1673,2016-10-05,W HASTINGS ST AND E HASTINGS ST,772,rain,,True,True,False,True,True,True,07:55 - 08:55,3.0,45.0,149.0,3.0,99.0,729.0,117.0,178.0,96.0,9.0,144.0,272.0,16:10 - 17:10,30.0,249.0,175.0,20.0,280.0,502.0,30.0,380.0,101.0,18.0,532.0,1299.0,,,,,,,,,,,,,,49.2811434,-123.031281,POINT (-123.031281 49.2811434)
1674,2016-10-18,Citadel Pde AND Dunsmuir St,773,rain,,True,True,False,True,True,True,07:45 - 08:45,,3.0,,230.0,45.0,1457.0,4.0,89.0,36.0,12.0,51.0,,16:30 - 17:30,,,,9.0,56.0,1179.0,5.0,260.0,42.0,194.0,49.0,,,,,,,,,,,,,,,49.27894,-123.1108699,POINT (-123.1108699 49.27894)
1675,2016-03-30,WALKWAY AND W 41ST AV,774,sunny,,True,True,False,True,True,True,08:00 - 09:00,3.0,34.0,554.0,1.0,14.0,1006.0,1.0,30.0,266.0,2.0,32.0,275.0,16:00 - 17:00,6.0,51.0,464.0,1.0,34.0,503.0,1.0,63.0,384.0,2.0,57.0,654.0,,,,,,,,,,,,,,49.2115295,-122.903486,POINT (-122.903486 49.2115295)
