date,intersection,longitude,latitude,weather,type,AM_available,AM_scraped,MD_available,MD_scraped,PM_available,PM_scraped,AM_peak_hour,AM_north_bikes_vol,AM_north_peds_vol,AM_north_veh_vol,AM_east_bikes_vol,AM_east_peds_vol,AM_east_veh_vol,AM_south_bikes_vol,AM_south_peds_vol,AM_south_veh_vol,AM_west_bikes_vol,AM_west_peds_vol,AM_west_veh_vol,PM_peak_hour,PM_north_bikes_vol,PM_north_peds_vol,PM_north_veh_vol,PM_east_bikes_vol,PM_east_peds_vol,PM_east_veh_vol,PM_south_bikes_vol,PM_south_peds_vol,PM_south_veh_vol,PM_west_bikes_vol,PM_west_peds_vol,PM_west_veh_vol,MD_peak_hour,MD_north_bikes_vol,MD_north_peds_vol,MD_north_veh_vol,MD_east_bikes_vol,MD_east_peds_vol,MD_east_veh_vol,MD_south_bikes_vol,MD_south_peds_vol,MD_south_veh_vol,MD_west_bikes_vol,MD_west_peds_vol,MD_west_veh_vol
2010-09-09,SEYMOUR ST AND DUNSMUIR ST,-123.115420174491,49.2829823889227,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,913,0,275,539,1615,14,730,959,26,499,0,16:55 - 17:55,0,837,0,60,991,1809,19,790,841,132,654,0,,,,,,,,,,,,,
2009-02-18,SEYMOUR ST AND DUNSMUIR ST,-123.115420174491,49.2829823889227,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,821,,55,554,1472,13,838,1172,4,1025,0,16:30 - 17:30,13,987,,14,866,1150,4,841,891,2,968,0,,,,,,,,,,,,,
2005-06-29,SEYMOUR ST AND DUNSMUIR ST,-123.115420174491,49.2829823889227,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,322,0,37,389,1554,13,545,1124,0,567,0,16:25 - 17:25,0,483,0,20,568,1267,8,479,835,21,658,1,,,,,,,,,,,,,
2003-07-24,SEYMOUR ST AND DUNSMUIR ST,-123.115420174491,49.2829823889227,clear,Signalized,True,True,True,True,False,True,07:40 - 08:40,1,465,0,42,457,1590,25,407,1258,2,601,0,,,,,,,,,,,,,,15:40 - 16:40,5,825,0,15,681,1632,12,552,982,2,886,0
2001-07-05,SEYMOUR ST AND DUNSMUIR ST,-123.115420174491,49.2829823889227,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,418,0,50,502,1662,43,615,1387,3,797,0,16:20 - 17:20,1,617,0,18,674,1277,24,649,1098,1,919,0,,,,,,,,,,,,,
1997-07-02,SEYMOUR ST AND DUNSMUIR ST,-123.115420174491,49.2829823889227,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,1,297,0,44,201,1543,18,190,1389,0,345,0,16:00 - 17:00,8,614,0,21,406,1303,22,357,957,0,589,0,,,,,,,,,,,,,
1995-11-09,SEYMOUR ST AND DUNSMUIR ST,-123.115420174491,49.2829823889227,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,108,0,23,153,1657,11,150,1251,0,113,0,16:25 - 17:25,0,335,0,9,512,1374,20,405,980,2,193,0,,,,,,,,,,,,,
2009-02-17,SEYMOUR ST AND SMITHE ST,-123.120428120462,49.2796686743399,cloudy,Signalized,True,True,False,True,True,True,07:50 - 08:50,20,150,,6,246,1267,10,290,1620,0,140,0,16:55 - 17:55,23,246,,1,435,1297,1,455,1046,0,264,0,,,,,,,,,,,,,
2006-05-30,SEYMOUR ST AND SMITHE ST,-123.120428120462,49.2796686743399,clear,Signalized,True,True,False,True,False,True,07:30 - 08:30,0,0,0,0,0,362,3,0,1531,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,SEYMOUR ST AND SMITHE ST,-123.120428120462,49.2796686743399,rain,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,154,0,13,126,1581,4,183,1727,1,96,0,16:25 - 17:25,0,259,0,17,250,1484,9,330,1431,4,276,0,,,,,,,,,,,,,
2003-11-27,SEYMOUR ST AND SMITHE ST,-123.120428120462,49.2796686743399,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,163,0,15,137,1621,10,259,1776,1,77,0,16:25 - 17:25,2,400,0,4,217,1495,6,369,1375,0,222,0,,,,,,,,,,,,,
2001-08-21,SEYMOUR ST AND SMITHE ST,-123.120428120462,49.2796686743399,rain,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,151,0,11,48,1105,15,99,1735,3,91,0,16:25 - 17:25,2,207,0,14,72,1339,8,156,1252,3,168,0,,,,,,,,,,,,,
1998-06-19,SEYMOUR ST AND SMITHE ST,-123.120428120462,49.2796686743399,cloudy,Signalized,True,True,True,True,False,True,07:50 - 08:50,0,140,0,26,53,1642,23,75,2098,1,63,0,,,,,,,,,,,,,,15:35 - 16:35,3,282,0,21,157,1390,9,269,1583,2,128,0
1995-07-26,SEYMOUR ST AND SMITHE ST,-123.120428120462,49.2796686743399,rain,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,39,0,7,128,1435,10,60,1720,0,31,0,16:15 - 17:15,0,151,0,15,140,1176,9,163,1484,3,101,0,,,,,,,,,,,,,
2011-02-08,SEYMOUR ST AND HELMCKEN ST,-123.123615663425,49.2775630900056,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,97,0,7,115,172,7,94,1635,2,94,88,16:30 - 17:30,0,136,0,10,161,206,5,134,1142,9,186,151,,,,,,,,,,,,,
2010-12-09,SEYMOUR ST AND HELMCKEN ST,-123.123615663425,49.2775630900056,rain,Signalized,True,True,False,True,True,True,07:45 - 08:45,0,58,0,4,58,166,6,77,1636,3,93,79,16:35 - 17:35,1,174,0,6,141,210,4,143,1377,18,174,195,,,,,,,,,,,,,
2005-06-29,SEYMOUR ST AND HELMCKEN ST,-123.123615663425,49.2775630900056,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,2,88,0,17,62,211,13,108,1869,5,72,92,16:15 - 17:15,7,166,0,15,110,227,12,162,1267,13,95,209,,,,,,,,,,,,,
2002-06-10,SEYMOUR ST AND HELMCKEN ST,-123.123615663425,49.2775630900056,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,95,0,18,63,134,22,102,1859,2,52,92,16:10 - 17:10,0,126,0,20,98,175,9,179,1219,16,130,213,,,,,,,,,,,,,
2000-06-14,SEYMOUR ST AND HELMCKEN ST,-123.123615663425,49.2775630900056,rain,Signalized,True,True,False,True,True,True,07:45 - 08:45,3,78,0,2,43,122,18,92,1386,1,41,151,16:25 - 17:25,2,101,0,5,90,183,3,168,1168,9,104,222,,,,,,,,,,,,,
1998-06-02,SEYMOUR ST AND HELMCKEN ST,-123.123615663425,49.2775630900056,n/a,Signalized,True,True,True,True,False,True,07:50 - 08:50,1,88,0,13,31,166,28,97,2098,8,28,52,,,,,,,,,,,,,,15:55 - 16:55,1,146,0,18,52,204,10,124,1302,9,74,161
1996-05-31,SEYMOUR ST AND HELMCKEN ST,-123.123615663425,49.2775630900056,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,130,0,7,37,171,19,89,2062,1,33,72,16:15 - 17:15,1,200,0,19,98,260,15,124,1388,11,82,205,,,,,,,,,,,,,
2009-02-26,SEYMOUR ST AND DAVIE ST,-123.125206822733,49.2765088953697,rain,Signalized,True,True,False,True,True,True,07:15 - 08:15,0,201,0,0,121,141,0,88,1899,0,88,130,16:50 - 17:50,0,420,0,8,218,322,3,351,1414,5,260,344,,,,,,,,,,,,,
2005-06-28,SEYMOUR ST AND DAVIE ST,-123.125206822733,49.2765088953697,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,220,0,6,79,363,24,157,1878,12,40,235,16:25 - 17:25,0,403,0,15,110,507,16,275,1361,5,100,356,,,,,,,,,,,,,
2003-07-07,SEYMOUR ST AND DAVIE ST,-123.125206822733,49.2765088953697,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,178,0,11,79,313,22,117,1718,7,15,223,16:20 - 17:20,1,280,0,14,72,481,14,309,1133,12,76,400,,,,,,,,,,,,,
2000-05-12,SEYMOUR ST AND DAVIE ST,-123.125206822733,49.2765088953697,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,89,0,4,11,322,13,95,2190,4,37,258,16:20 - 17:20,2,230,0,8,54,459,7,177,1310,5,79,444,,,,,,,,,,,,,
1996-05-31,SEYMOUR ST AND DAVIE ST,-123.125206822733,49.2765088953697,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,82,0,4,21,362,18,82,2031,7,33,273,16:15 - 17:15,2,178,0,18,46,602,10,106,1315,14,50,435,,,,,,,,,,,,,
2005-06-27,SEYMOUR ST AND DRAKE ST,-123.126801251404,49.275453407978,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,52,0,0,18,126,15,81,1682,10,23,154,16:25 - 17:25,2,128,0,5,76,275,8,107,1282,2,52,213,,,,,,,,,,,,,
2003-06-27,SEYMOUR ST AND DRAKE ST,-123.126801251404,49.275453407978,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,72,0,9,45,158,20,67,1856,10,19,164,16:25 - 17:25,2,111,0,12,53,252,16,116,1374,11,42,228,,,,,,,,,,,,,
2003-08-15,HEMLOCK ST AND W 6TH AV,-123.136000269977,49.2661466059377,clear,Signalized,True,True,False,True,False,True,07:55 - 08:55,1,5,1152,0,0,,0,0,0,1,9,130,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-08-09,HEMLOCK ST AND W 6TH AV,-123.136000269977,49.2661466059377,clear,Non-Signalized,True,True,False,True,True,True,07:50 - 08:50,2,0,112,3,13,115,24,13,1532,0,18,74,16:15 - 17:15,10,2,264,1,19,147,11,12,1408,3,21,149,,,,,,,,,,,,,
2007-10-15,RICHARDS ST AND W CORDOVA ST,-123.110953413717,49.2846779363066,rain,Signalized,True,True,False,True,True,True,07:20 - 08:20,32,109,1094,2,54,,0,133,0,32,126,439,16:05 - 17:05,3,116,489,10,44,,0,146,0,16,254,704,,,,,,,,,,,,,
2004-08-06,RICHARDS ST AND W CORDOVA ST,-123.110953413717,49.2846779363066,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,11,125,895,2,130,0,1,150,0,15,161,398,16:25 - 17:25,22,449,717,2,395,0,1,376,0,21,422,930,,,,,,,,,,,,,
2002-08-06,RICHARDS ST AND W CORDOVA ST,-123.110953413717,49.2846779363066,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,15,102,998,4,124,0,0,174,0,9,148,588,16:25 - 17:25,42,419,645,7,400,0,2,465,0,31,549,1155,,,,,,,,,,,,,
2000-08-09,RICHARDS ST AND W CORDOVA ST,-123.110953413717,49.2846779363066,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,29,171,1196,19,140,0,1,225,0,21,251,600,16:25 - 17:25,25,427,901,3,402,0,2,399,0,33,668,951,,,,,,,,,,,,,
1998-10-28,RICHARDS ST AND W CORDOVA ST,-123.110953413717,49.2846779363066,cloudy,Signalized,True,True,False,True,True,True,07:45 - 08:45,21,124,1090,1,16,0,1,275,0,17,158,637,16:25 - 17:25,35,351,783,4,296,0,1,593,0,41,513,1350,,,,,,,,,,,,,
1996-07-05,RICHARDS ST AND W CORDOVA ST,-123.110953413717,49.2846779363066,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,35,157,881,4,145,0,1,174,0,46,170,586,16:25 - 17:25,42,448,801,5,374,0,4,496,0,52,462,1006,,,,,,,,,,,,,
2007-10-22,RICHARDS ST AND W GEORGIA ST,-123.116158614795,49.2812247921746,rain,Signalized,True,True,False,True,True,True,07:40 - 08:40,1,331,676,4,53,314,0,304,0,4,49,1363,16:10 - 17:10,9,670,1026,10,132,300,0,479,0,16,163,1529,,,,,,,,,,,,,
2004-08-03,RICHARDS ST AND W GEORGIA ST,-123.116158614795,49.2812247921746,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,12,372,881,12,133,454,1,270,0,9,108,1332,16:25 - 17:25,19,816,1462,24,256,516,3,1029,0,41,246,1491,,,,,,,,,,,,,
2002-07-26,RICHARDS ST AND W GEORGIA ST,-123.116158614795,49.2812247921746,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,14,304,1095,19,112,445,1,280,0,13,111,1415,16:25 - 17:25,32,682,1425,19,252,185,0,759,0,30,136,1638,,,,,,,,,,,,,
2000-05-18,RICHARDS ST AND W GEORGIA ST,-123.116158614795,49.2812247921746,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,12,288,1156,20,131,385,1,247,0,15,90,1570,16:25 - 17:25,28,595,1548,9,146,406,2,482,0,38,179,1777,,,,,,,,,,,,,
1998-06-19,RICHARDS ST AND W GEORGIA ST,-123.116158614795,49.2812247921746,cloudy,Signalized,True,True,False,True,True,True,07:45 - 08:45,7,335,957,21,91,370,0,236,0,16,105,1669,16:15 - 17:15,25,653,1607,22,197,384,0,782,0,47,180,1849,,,,,,,,,,,,,
1995-07-31,RICHARDS ST AND W GEORGIA ST,-123.116158614795,49.2812247921746,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,3,302,943,11,105,293,0,170,0,24,60,1545,16:25 - 17:25,24,538,1285,15,115,346,1,497,0,56,136,1979,,,,,,,,,,,,,
2004-06-29,RICHARDS ST AND SMITHE ST,-123.119457899093,49.2790405349911,clear,Signalized,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,13:25 - 14:25,11,126,1011,17,105,1226,0,135,0,6,65,0
2002-08-16,RICHARDS ST AND SMITHE ST,-123.119457899093,49.2790405349911,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,6,97,757,31,73,1595,1,112,0,1,49,0,16:25 - 17:25,32,141,1406,14,119,1324,5,209,0,13,101,0,,,,,,,,,,,,,
2000-08-15,RICHARDS ST AND SMITHE ST,-123.119457899093,49.2790405349911,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,12,78,813,16,48,1606,0,38,0,0,14,0,16:25 - 17:25,30,97,1505,15,118,1401,0,119,0,2,79,0,,,,,,,,,,,,,
1997-06-24,RICHARDS ST AND SMITHE ST,-123.119457899093,49.2790405349911,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,82,889,18,42,1844,0,72,0,0,29,0,16:20 - 17:20,26,130,1514,32,103,1463,0,119,0,0,38,0,,,,,,,,,,,,,
1995-10-04,RICHARDS ST AND SMITHE ST,-123.119457899093,49.2790405349911,cloudy,Signalized,True,True,False,True,True,True,07:50 - 08:50,7,50,963,30,26,1621,,52,,1,20,0,16:25 - 17:25,35,79,1489,26,60,1337,,,,4,42,0,,,,,,,,,,,,,
2004-06-30,RICHARDS ST AND NELSON ST,-123.121050088526,49.2779874132818,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,10,123,832,0,42,0,5,138,0,18,71,1375,16:25 - 17:25,36,217,1532,2,149,0,4,234,0,23,97,1642,,,,,,,,,,,,,
2002-08-08,RICHARDS ST AND NELSON ST,-123.121050088526,49.2779874132818,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,4,75,798,1,38,0,0,107,0,30,36,1093,16:15 - 17:15,30,102,1337,6,68,0,2,155,0,32,48,1413,,,,,,,,,,,,,
2000-06-01,RICHARDS ST AND NELSON ST,-123.121050088526,49.2779874132818,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,8,79,801,4,31,0,0,102,0,19,36,1245,16:20 - 17:20,33,113,1612,1,103,0,1,124,0,40,59,1765,,,,,,,,,,,,,
1998-06-26,RICHARDS ST AND NELSON ST,-123.121050088526,49.2779874132818,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,10,35,905,0,25,0,0,81,0,17,37,1220,16:25 - 17:25,23,108,1642,4,69,0,2,137,0,34,67,1712,,,,,,,,,,,,,
1995-06-30,RICHARDS ST AND NELSON ST,-123.121050088526,49.2779874132818,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,12,58,871,1,35,0,2,69,0,35,19,1166,16:20 - 17:20,42,58,1509,4,56,0,4,109,0,43,53,1712,,,,,,,,,,,,,
2005-07-13,RICHARDS ST AND DAVIE ST,-123.124236092333,49.2758799503469,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,226,496,3,87,260,0,163,0,7,107,240,16:20 - 17:20,24,338,916,23,156,352,1,346,0,15,190,375,,,,,,,,,,,,,
2003-06-27,RICHARDS ST AND DAVIE ST,-123.124236092333,49.2758799503469,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,199,441,11,95,287,2,98,0,9,42,229,16:20 - 17:20,21,264,1081,21,83,414,2,202,0,6,45,395,,,,,,,,,,,,,
2000-05-30,RICHARDS ST AND DAVIE ST,-123.124236092333,49.2758799503469,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,162,494,0,47,286,2,90,0,6,34,259,16:25 - 17:25,15,192,1047,0,62,372,1,140,0,6,30,350,,,,,,,,,,,,,
2010-12-16,RICHARDS ST AND DRAKE ST,-123.125831046114,49.2748249786257,rain,Signalized,True,True,False,True,True,True,07:50 - 08:50,3,73,323,3,50,109,0,58,0,5,88,216,16:30 - 17:30,9,97,631,7,52,133,1,82,0,4,113,364,,,,,,,,,,,,,
2003-07-07,RICHARDS ST AND DRAKE ST,-123.125831046114,49.2748249786257,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,59,340,7,33,111,1,60,0,10,24,199,16:25 - 17:25,14,83,785,6,33,129,0,102,0,10,41,335,,,,,,,,,,,,,
1998-10-15,RICHARDS ST AND DRAKE ST,-123.125831046114,49.2748249786257,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,46,360,3,13,167,2,31,0,11,12,129,16:25 - 17:25,8,53,975,7,44,118,1,72,0,5,22,199,,,,,,,,,,,,,
1996-05-29,RICHARDS ST AND DRAKE ST,-123.125831046114,49.2748249786257,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,52,349,6,22,82,0,26,0,8,10,146,16:25 - 17:25,11,73,989,10,58,103,1,68,0,4,16,244,,,,,,,,,,,,,
1989-06-07,RICHARDS ST AND DRAKE ST,-123.125831046114,49.2748249786257,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,40,393,4,22,112,,55,,9,7,193,16:25 - 17:25,20,54,970,14,27,118,,,,6,15,264,,,,,,,,,,,,,
2010-12-16,RICHARDS ST AND PACIFIC ST,-123.127479989997,49.2737346974995,rain,Signalized,True,True,False,True,True,True,07:50 - 08:50,4,21,301,5,73,630,2,66,125,16,86,741,16:55 - 17:55,9,33,824,19,93,953,3,32,66,5,132,744,,,,,,,,,,,,,
2003-08-11,RICHARDS ST AND PACIFIC ST,-123.127479989997,49.2737346974995,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,12,266,3,11,597,0,28,4,29,15,771,16:25 - 17:25,8,56,653,18,7,915,0,49,3,33,28,748,,,,,,,,,,,,,
1999-10-22,RICHARDS ST AND PACIFIC ST,-123.127479989997,49.2737346974995,clear,Signalized,False,True,False,True,True,True,,,,,,,,,,,,,,16:30 - 17:30,15,15,802,13,26,1034,0,31,29,17,15,743,,,,,,,,,,,,,
1995-10-17,RICHARDS ST AND PACIFIC ST,-123.127479989997,49.2737346974995,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,3,248,1,2,497,,3,,21,0,992,16:25 - 17:25,9,12,834,8,4,1000,,,,4,1,635,,,,,,,,,,,,,
1999-07-21,ALDER ST AND W 6TH AV,-123.131260965676,49.2660711837226,sunny,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,1,188,2,17,1123,,0,,1,22,1742,16:25 - 17:25,2,14,174,2,42,1376,,,,3,35,2469,,,,,,,,,,,,,
2005-01-20,HOMER ST AND W CORDOVA ST,-123.109952374967,49.2840580629153,rain,Non-Signalized,True,True,False,True,True,True,07:50 - 08:50,0,33,,2,30,0,1,62,65,12,34,367,16:25 - 17:25,1,143,,4,49,0,1,215,222,16,73,942,,,,,,,,,,,,,
2011-02-02,HOMER ST AND W PENDER ST,-123.111913881945,49.2827610368108,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,51,0,12,54,385,3,146,199,2,48,262,16:55 - 17:55,1,112,0,8,157,348,4,293,304,21,123,517,,,,,,,,,,,,,
2010-09-15,HOMER ST AND W PENDER ST,-123.111913881945,49.2827610368108,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,0,79,0,39,97,360,4,102,189,13,69,300,16:40 - 17:40,0,243,0,24,239,275,13,444,318,92,82,542,,,,,,,,,,,,,
2005-07-15,HOMER ST AND W PENDER ST,-123.111913881945,49.2827610368108,rain,Signalized,True,True,True,True,False,True,07:45 - 08:45,0,78,0,37,92,419,7,81,278,10,59,287,,,,,,,,,,,,,,15:35 - 16:35,0,239,0,24,158,664,11,235,516,25,67,485
2003-11-07,HOMER ST AND W PENDER ST,-123.111913881945,49.2827610368108,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,57,0,37,114,462,6,69,287,6,31,342,16:15 - 17:15,0,157,0,11,195,406,12,221,496,38,79,611,,,,,,,,,,,,,
2001-07-05,HOMER ST AND W PENDER ST,-123.111913881945,49.2827610368108,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,112,0,120,121,536,6,138,530,26,59,386,16:25 - 17:25,4,233,0,23,179,375,24,319,637,120,133,774,,,,,,,,,,,,,
1998-05-26,HOMER ST AND W PENDER ST,-123.111913881945,49.2827610368108,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,4,125,0,37,143,704,9,149,414,11,83,392,16:25 - 17:25,2,227,0,12,164,379,12,193,463,39,145,692,,,,,,,,,,,,,
1996-05-22,HOMER ST AND W PENDER ST,-123.111913881945,49.2827610368108,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,63,0,15,103,472,4,90,497,4,37,325,16:25 - 17:25,2,190,0,11,179,365,12,299,564,28,113,708,,,,,,,,,,,,,
2011-02-23,HOMER ST AND W GEORGIA ST,-123.115187014047,49.2805965021074,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,242,0,3,241,331,11,449,374,11,206,1299,16:35 - 17:35,0,364,0,2,343,270,16,714,433,20,231,1645,,,,,,,,,,,,,
2010-09-29,HOMER ST AND W GEORGIA ST,-123.115187014047,49.2805965021074,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,185,0,5,193,293,9,365,338,8,112,1366,16:55 - 17:55,7,532,0,7,831,218,25,833,391,23,338,1438,,,,,,,,,,,,,
2005-07-28,HOMER ST AND W GEORGIA ST,-123.115187014047,49.2805965021074,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,1,140,0,12,268,327,16,357,467,7,144,1340,16:15 - 17:15,2,369,0,3,504,243,17,560,553,32,252,1674,,,,,,,,,,,,,
2003-10-03,HOMER ST AND W GEORGIA ST,-123.115187014047,49.2805965021074,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,119,0,9,283,306,14,198,719,10,110,1436,16:20 - 17:20,2,433,0,8,495,292,15,919,982,22,201,1682,,,,,,,,,,,,,
2001-08-09,HOMER ST AND W GEORGIA ST,-123.115187014047,49.2805965021074,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,50,0,11,176,294,25,301,681,7,121,1160,16:25 - 17:25,1,314,0,13,491,166,22,834,716,20,263,1634,,,,,,,,,,,,,
1998-06-22,HOMER ST AND W GEORGIA ST,-123.115187014047,49.2805965021074,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,252,0,17,150,356,22,223,634,8,102,1473,16:25 - 17:25,4,459,0,9,415,246,19,749,1127,20,231,2156,,,,,,,,,,,,,
1996-08-06,HOMER ST AND W GEORGIA ST,-123.115187014047,49.2805965021074,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,0,151,0,10,172,221,23,271,553,10,120,1380,16:25 - 17:25,0,339,0,9,376,233,7,749,639,42,211,1729,,,,,,,,,,,,,
2011-02-23,HOMER ST AND ROBSON ST,-123.116887837306,49.279463063806,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,442,65,9,226,202,8,326,413,9,200,149,16:45 - 17:45,4,798,53,11,374,198,12,559,429,9,332,226,,,,,,,,,,,,,
2010-09-28,HOMER ST AND ROBSON ST,-123.116887837306,49.279463063806,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,403,57,16,226,188,14,329,336,12,216,112,16:40 - 17:40,6,937,74,16,361,181,34,719,475,22,420,245,,,,,,,,,,,,,
2005-07-22,HOMER ST AND ROBSON ST,-123.116887837306,49.279463063806,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,1,176,36,30,191,266,5,101,351,3,29,106,16:25 - 17:25,9,469,72,12,354,235,9,462,563,27,164,328,,,,,,,,,,,,,
2003-07-21,HOMER ST AND ROBSON ST,-123.116887837306,49.279463063806,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,233,0,33,236,221,17,214,668,11,97,133,16:25 - 17:25,10,564,0,21,335,202,14,410,661,29,136,342,,,,,,,,,,,,,
2000-06-16,HOMER ST AND ROBSON ST,-123.116887837306,49.279463063806,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,3,248,0,23,169,216,9,268,959,7,132,233,16:20 - 17:20,3,653,0,28,281,304,19,374,897,38,171,387,,,,,,,,,,,,,
1998-06-25,HOMER ST AND ROBSON ST,-123.116887837306,49.279463063806,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,209,0,26,89,292,11,117,709,15,68,207,16:25 - 17:25,9,603,0,27,185,251,9,339,754,35,157,390,,,,,,,,,,,,,
1996-09-25,HOMER ST AND ROBSON ST,-123.116887837306,49.279463063806,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,1,198,0,43,96,183,7,104,688,16,57,192,16:25 - 17:25,12,610,0,16,198,288,11,307,704,32,113,367,,,,,,,,,,,,,
1999-06-24,OAK ST AND W 7TH AV,-123.126524732736,49.2651558005585,rain,Non-Signalized,True,True,False,True,True,True,07:55 - 08:55,0,22,289,12,4,57,1,7,319,18,6,70,16:25 - 17:25,1,46,419,26,10,90,0,9,333,22,9,106,,,,,,,,,,,,,
2009-04-08,OAK ST AND W BROADWAY,-123.126589143825,49.2634065107576,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,231,336,7,141,980,2,159,1032,9,139,897,16:50 - 17:50,5,273,578,12,165,1349,6,269,829,9,231,1053,,,,,,,,,,,,,
2006-10-02,OAK ST AND W BROADWAY,-123.126589143825,49.2634065107576,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,149,426,5,175,1044,2,185,879,0,95,688,16:20 - 17:20,3,224,708,7,271,1344,1,135,803,1,152,925,,,,,,,,,,,,,
2005-06-09,OAK ST AND W BROADWAY,-123.126589143825,49.2634065107576,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,161,349,7,106,1024,2,70,957,5,29,807,16:25 - 17:25,2,262,635,14,120,1329,12,171,808,9,141,1015,,,,,,,,,,,,,
2003-11-05,OAK ST AND W BROADWAY,-123.126589143825,49.2634065107576,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,116,432,10,48,1093,5,45,927,2,101,850,16:25 - 17:25,3,83,696,7,45,1198,4,69,1010,6,110,1191,,,,,,,,,,,,,
2001-08-01,OAK ST AND W BROADWAY,-123.126589143825,49.2634065107576,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,127,373,11,26,1141,7,42,880,15,64,803,16:20 - 17:20,7,181,729,36,63,1379,12,224,736,9,105,1205,,,,,,,,,,,,,
1999-07-22,OAK ST AND W BROADWAY,-123.126589143825,49.2634065107576,overcast,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,127,348,3,106,942,10,111,1042,14,120,743,16:20 - 17:20,2,198,678,14,119,1238,12,294,849,12,179,1154,,,,,,,,,,,,,
